,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Novembro de 2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ano: 2021,,Brasil,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,UF,Município,Agropecuária,,,,Indústria,,,,Construção,,,,Comércio,,,,Serviços,5 - Comércio,,,Total,,,
,,,2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%)
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RS,VIADUTOS,8,9,1,12.50,57,60,3,5.26,5,6,1,20.00,125,121,-4,-3.20,318,337,19,5.97,513,533,20,3.90
,RS,VIAMAO,339,393,54,15.93,"2,360","2,444",84,3.56,757,682,-75,-9.91,"6,489","6,402",-87,-1.34,"10,080","10,953",873,8.66,"20,025","20,874",849,4.24
,RS,VICENTE DUTRA,2,2,0,0.00,9,7,-2,-22.22,0,1,1,#DIV/0!,51,52,1,1.96,206,209,3,1.46,268,271,3,1.12
,RS,VICTOR GRAEFF,34,43,9,26.47,146,182,36,24.66,1,1,0,0.00,102,107,5,4.90,278,308,30,10.79,561,641,80,14.26
,RS,VILA FLORES,39,37,-2,-5.13,732,809,77,10.52,24,23,-1,-4.17,78,76,-2,-2.56,265,300,35,13.21,"1,138","1,245",107,9.40
,RS,VILA LANGARO,17,9,-8,-47.06,293,267,-26,-8.87,6,1,-5,-83.33,62,62,0,0.00,119,163,44,36.97,497,502,5,1.01
,RS,VILA MARIA,91,96,5,5.49,976,"1,113",137,14.04,128,144,16,12.50,212,230,18,8.49,521,563,42,8.06,"1,928","2,146",218,11.31
,RS,VILA NOVA DO SUL,90,100,10,11.11,122,126,4,3.28,0,0,0,#DIV/0!,155,225,70,45.16,243,242,-1,-0.41,610,693,83,13.61
,RS,VISTA ALEGRE,65,58,-7,-10.77,78,86,8,10.26,2,2,0,0.00,82,77,-5,-6.10,206,223,17,8.25,433,446,13,3.00
,RS,VISTA ALEGRE DO PRATA,9,15,6,66.67,74,79,5,6.76,2,2,0,0.00,26,27,1,3.85,127,123,-4,-3.15,238,246,8,3.36
,RS,VISTA GAUCHA,37,37,0,0.00,53,42,-11,-20.75,1,1,0,0.00,76,104,28,36.84,265,297,32,12.08,432,481,49,11.34
,RS,VITORIA DAS MISSOES,25,22,-3,-12.00,7,7,0,0.00,0,0,0,#DIV/0!,91,90,-1,-1.10,173,227,54,31.21,296,346,50,16.89
,RS,WESTFALIA,49,48,-1,-2.04,"1,381","1,301",-80,-5.79,3,7,4,133.33,77,61,-16,-20.78,235,279,44,18.72,"1,745","1,696",-49,-2.81
,RS,XANGRI-LA,2,1,-1,-50.00,264,245,-19,-7.20,234,259,25,10.68,"1,673","2,048",375,22.41,"2,224","2,458",234,10.52,"4,397","5,011",614,13.96
,MS,AGUA CLARA,"1,834","2,275",441,24.05,"1,175","1,406",231,19.66,172,146,-26,-15.12,700,810,110,15.71,"1,339","1,376",37,2.76,"5,220","6,013",793,15.19
,MS,ALCINOPOLIS,329,328,-1,-0.30,6,6,0,0.00,3,3,0,0.00,111,116,5,4.50,300,380,80,26.67,749,833,84,11.21
,MS,AMAMBAI,"1,196","1,379",183,15.30,577,565,-12,-2.08,154,187,33,21.43,"1,586","1,740",154,9.71,"2,411","2,846",435,18.04,"5,924","6,717",793,13.39
,MS,ANASTACIO,663,728,65,9.80,813,863,50,6.15,4,8,4,100.00,668,721,53,7.93,"1,002","1,124",122,12.18,"3,150","3,444",294,9.33
,MS,ANAURILANDIA,627,608,-19,-3.03,131,133,2,1.53,6,12,6,100.00,207,238,31,14.98,596,604,8,1.34,"1,567","1,595",28,1.79
,MS,ANGELICA,301,302,1,0.33,"5,242","5,198",-44,-0.84,12,19,7,58.33,186,154,-32,-17.20,643,730,87,13.53,"6,384","6,403",19,0.30
,MS,ANTONIO JOAO,398,429,31,7.79,5,5,0,0.00,0,0,0,#DIV/0!,171,207,36,21.05,474,466,-8,-1.69,"1,048","1,107",59,5.63
,MS,APARECIDA DO TABOADO,718,740,22,3.06,"4,365","4,805",440,10.08,88,211,123,139.77,694,733,39,5.62,"1,821","1,771",-50,-2.75,"7,686","8,260",574,7.47
,MS,AQUIDAUANA,"1,350","1,442",92,6.81,732,727,-5,-0.68,37,75,38,102.70,"1,509","1,588",79,5.24,"3,103","3,135",32,1.03,"6,731","6,967",236,3.51
,MS,ARAL MOREIRA,593,592,-1,-0.17,22,48,26,118.18,107,184,77,71.96,328,359,31,9.45,764,"1,029",265,34.69,"1,814","2,212",398,21.94
,MS,BANDEIRANTES,691,684,-7,-1.01,82,69,-13,-15.85,33,29,-4,-12.12,179,276,97,54.19,408,552,144,35.29,"1,393","1,610",217,15.58
,MS,BATAGUASSU,571,621,50,8.76,"3,425","2,896",-529,-15.45,49,77,28,57.14,849,935,86,10.13,"1,575","1,752",177,11.24,"6,469","6,281",-188,-2.91
,MS,BATAYPORA,354,383,29,8.19,750,777,27,3.60,6,10,4,66.67,256,263,7,2.73,632,734,102,16.14,"1,998","2,167",169,8.46
,MS,BELA VISTA,879,922,43,4.89,496,614,118,23.79,12,6,-6,-50.00,559,641,82,14.67,"1,038","1,222",184,17.73,"2,984","3,405",421,14.11
,MS,BODOQUENA,293,335,42,14.33,254,273,19,7.48,32,21,-11,-34.38,192,206,14,7.29,712,732,20,2.81,"1,483","1,567",84,5.66
,MS,BONITO,"1,031","1,128",97,9.41,238,247,9,3.78,66,67,1,1.52,"1,013","1,014",1,0.10,"2,780","3,221",441,15.86,"5,128","5,677",549,10.71
,MS,BRASILANDIA,"1,348",950,-398,-29.53,212,197,-15,-7.08,164,186,22,13.41,354,350,-4,-1.13,"1,040","1,046",6,0.58,"3,118","2,729",-389,-12.48
,MS,CAARAPO,"1,721","1,948",227,13.19,"1,562","1,510",-52,-3.33,78,100,22,28.21,"1,219","1,224",5,0.41,"2,253","2,606",353,15.67,"6,833","7,388",555,8.12
,MS,CAMAPUA,"1,014","1,065",51,5.03,59,51,-8,-13.56,15,16,1,6.67,586,596,10,1.71,869,"1,039",170,19.56,"2,543","2,767",224,8.81
,MS,CAMPO GRANDE,"3,810","3,735",-75,-1.97,"21,345","22,266",921,4.31,"12,318","13,135",817,6.63,"50,578","53,250","2,672",5.28,"183,173","196,499","13,326",7.28,"271,224","288,885","17,661",6.51
,MS,CARACOL,410,379,-31,-7.56,14,16,2,14.29,0,0,0,#DIV/0!,49,53,4,8.16,314,312,-2,-0.64,787,760,-27,-3.43
,MS,CASSILANDIA,796,875,79,9.92,832,683,-149,-17.91,25,38,13,52.00,932,937,5,0.54,"1,473","1,575",102,6.92,"4,058","4,108",50,1.23
,MS,CHAPADAO DO SUL,"2,778","2,834",56,2.02,328,344,16,4.88,304,265,-39,-12.83,"2,271","2,550",279,12.29,"2,743","3,252",509,18.56,"8,424","9,245",821,9.75
,MS,CORGUINHO,312,360,48,15.38,22,37,15,68.18,10,10,0,0.00,52,52,0,0.00,290,309,19,6.55,686,768,82,11.95
,MS,CORONEL SAPUCAIA,134,129,-5,-3.73,46,60,14,30.43,10,19,9,90.00,240,240,0,0.00,729,718,-11,-1.51,"1,159","1,166",7,0.60
,MS,CORUMBA,"2,231","2,349",118,5.29,"2,363","2,420",57,2.41,180,617,437,242.78,"3,533","3,841",308,8.72,"5,212","9,287","4,075",78.18,"13,519","18,514","4,995",36.95
,MS,COSTA RICA,"1,391","1,343",-48,-3.45,"1,183","1,325",142,12.00,73,84,11,15.07,"1,408","1,554",146,10.37,"1,580","1,878",298,18.86,"5,635","6,184",549,9.74
,MS,COXIM,"1,038","1,028",-10,-0.96,435,288,-147,-33.79,58,237,179,308.62,"1,630","1,783",153,9.39,"2,268","2,450",182,8.02,"5,429","5,786",357,6.58
,MS,DEODAPOLIS,184,177,-7,-3.80,137,167,30,21.90,39,55,16,41.03,527,580,53,10.06,604,618,14,2.32,"1,491","1,597",106,7.11
,MS,DOIS IRMAOS DO BURITI,521,584,63,12.09,297,117,-180,-60.61,0,5,5,#DIV/0!,168,176,8,4.76,574,687,113,19.69,"1,560","1,569",9,0.58
,MS,DOURADINA,99,101,2,2.02,27,30,3,11.11,0,0,0,#DIV/0!,109,128,19,17.43,317,448,131,41.32,552,707,155,28.08
,MS,DOURADOS,"1,887","2,199",312,16.53,"12,682","12,687",5,0.04,"1,703","1,930",227,13.33,"14,582","15,431",849,5.82,"32,436","35,113","2,677",8.25,"63,290","67,360","4,070",6.43
,MS,ELDORADO,292,292,0,0.00,746,792,46,6.17,84,108,24,28.57,418,468,50,11.96,800,820,20,2.50,"2,340","2,480",140,5.98
,MS,FATIMA DO SUL,107,118,11,10.28,730,609,-121,-16.58,27,35,8,29.63,780,881,101,12.95,"1,437","1,680",243,16.91,"3,081","3,323",242,7.85
,MS,FIGUEIRAO,278,316,38,13.67,7,3,-4,-57.14,1,2,1,100.00,61,83,22,36.07,212,259,47,22.17,559,663,104,18.60
,MS,GLORIA DE DOURADOS,191,169,-22,-11.52,104,110,6,5.77,4,2,-2,-50.00,217,233,16,7.37,730,736,6,0.82,"1,246","1,250",4,0.32
,MS,GUIA LOPES DA LAGUNA,328,354,26,7.93,402,386,-16,-3.98,15,20,5,33.33,188,190,2,1.06,567,560,-7,-1.23,"1,500","1,510",10,0.67
,MS,IGUATEMI,535,564,29,5.42,597,642,45,7.54,20,38,18,90.00,468,531,63,13.46,789,"1,017",228,28.90,"2,409","2,792",383,15.90
,MS,INOCENCIA,684,760,76,11.11,152,158,6,3.95,35,50,15,42.86,195,219,24,12.31,556,386,-170,-30.58,"1,622","1,573",-49,-3.02
,MS,ITAPORA,529,594,65,12.29,268,359,91,33.96,108,114,6,5.56,682,748,66,9.68,"1,249","1,281",32,2.56,"2,836","3,096",260,9.17
,MS,ITAQUIRAI,758,765,7,0.92,"2,415","2,682",267,11.06,47,29,-18,-38.30,405,412,7,1.73,"1,183","1,353",170,14.37,"4,808","5,241",433,9.01
,MS,IVINHEMA,602,618,16,2.66,428,392,-36,-8.41,83,88,5,6.02,"1,155","1,330",175,15.15,"1,908","2,121",213,11.16,"4,176","4,549",373,8.93
,MS,JAPORA,64,55,-9,-14.06,1,6,5,500.00,1,1,0,0.00,27,20,-7,-25.93,324,481,157,48.46,417,563,146,35.01
,MS,JARAGUARI,560,565,5,0.89,38,80,42,110.53,10,12,2,20.00,80,72,-8,-10.00,361,347,-14,-3.88,"1,049","1,076",27,2.57
,MS,JARDIM,437,473,36,8.24,309,292,-17,-5.50,16,31,15,93.75,"1,155","1,129",-26,-2.25,"1,658","2,064",406,24.49,"3,575","3,989",414,11.58
,MS,JATEI,606,746,140,23.10,79,90,11,13.92,15,0,-15,-100.00,37,22,-15,-40.54,364,402,38,10.44,"1,101","1,260",159,14.44
,MS,JUTI,210,248,38,18.10,370,244,-126,-34.05,3,1,-2,-66.67,121,120,-1,-0.83,400,470,70,17.50,"1,104","1,083",-21,-1.90
,MS,LADARIO,18,20,2,11.11,47,39,-8,-17.02,2,1,-1,-50.00,213,262,49,23.00,"3,262","3,303",41,1.26,"3,542","3,625",83,2.34
,MS,LAGUNA CARAPA,717,763,46,6.42,8,6,-2,-25.00,24,12,-12,-50.00,218,215,-3,-1.38,436,514,78,17.89,"1,403","1,510",107,7.63
,MS,MARACAJU,"2,307","2,532",225,9.75,835,932,97,11.62,203,210,7,3.45,"2,408","2,731",323,13.41,"3,957","4,085",128,3.23,"9,710","10,490",780,8.03
,MS,MIRANDA,"1,002","1,039",37,3.69,172,242,70,40.70,23,54,31,134.78,759,733,-26,-3.43,"1,803","1,533",-270,-14.98,"3,759","3,601",-158,-4.20
,MS,MUNDO NOVO,101,94,-7,-6.93,610,738,128,20.98,13,12,-1,-7.69,705,729,24,3.40,"1,212","1,306",94,7.76,"2,641","2,879",238,9.01
,MS,NAVIRAI,"1,318","1,366",48,3.64,"2,939","3,030",91,3.10,339,490,151,44.54,"2,940","3,137",197,6.70,"2,029","2,230",201,9.91,"9,565","10,253",688,7.19
,MS,NIOAQUE,597,578,-19,-3.18,255,23,-232,-90.98,4,3,-1,-25.00,270,294,24,8.89,620,679,59,9.52,"1,746","1,577",-169,-9.68
,MS,NOVA ALVORADA DO SUL,733,704,-29,-3.96,"1,999","1,986",-13,-0.65,29,30,1,3.45,746,700,-46,-6.17,"1,659","1,829",170,10.25,"5,166","5,249",83,1.61
,MS,NOVA ANDRADINA,"1,105","1,123",18,1.63,"3,403","3,258",-145,-4.26,254,289,35,13.78,"3,115","3,284",169,5.43,"4,130","4,236",106,2.57,"12,007","12,190",183,1.52
,MS,NOVO HORIZONTE DO SUL,111,113,2,1.80,84,103,19,22.62,0,0,0,#DIV/0!,137,130,-7,-5.11,302,355,53,17.55,634,701,67,10.57
,MS,PARAISO DAS AGUAS,720,786,66,9.17,386,406,20,5.18,6,10,4,66.67,124,156,32,25.81,432,442,10,2.31,"1,668","1,800",132,7.91
,MS,PARANAIBA,"1,431","1,530",99,6.92,"2,106","2,165",59,2.80,218,163,-55,-25.23,"1,997","2,064",67,3.36,"3,408","3,653",245,7.19,"9,160","9,575",415,4.53
,MS,PARANHOS,196,196,0,0.00,13,14,1,7.69,2,1,-1,-50.00,194,175,-19,-9.79,559,556,-3,-0.54,964,942,-22,-2.28
,MS,PEDRO GOMES,444,459,15,3.38,18,18,0,0.00,1,1,0,0.00,160,207,47,29.38,421,446,25,5.94,"1,044","1,131",87,8.33
,MS,PONTA PORA,"1,531","1,881",350,22.86,"1,550","1,547",-3,-0.19,293,342,49,16.72,"4,266","4,633",367,8.60,"6,950","6,283",-667,-9.60,"14,590","14,686",96,0.66
,MS,PORTO MURTINHO,"1,230","1,330",100,8.13,23,37,14,60.87,1,1,0,0.00,202,189,-13,-6.44,700,848,148,21.14,"2,156","2,405",249,11.55
,MS,RIBAS DO RIO PARDO,"2,905","3,352",447,15.39,557,783,226,40.57,13,202,189,1453.85,733,883,150,20.46,"1,553","1,784",231,14.87,"5,761","7,004","1,243",21.58
,MS,RIO BRILHANTE,"1,987","2,038",51,2.57,"3,367","3,518",151,4.48,42,73,31,73.81,"1,555","1,722",167,10.74,"3,060","3,304",244,7.97,"10,011","10,655",644,6.43
,MS,RIO NEGRO,190,282,92,48.42,23,24,1,4.35,5,1,-4,-80.00,161,157,-4,-2.48,425,423,-2,-0.47,804,887,83,10.32
,MS,RIO VERDE DE MATO GROSSO,"1,032","1,036",4,0.39,212,142,-70,-33.02,59,34,-25,-42.37,594,616,22,3.70,"1,075","1,139",64,5.95,"2,972","2,967",-5,-0.17
,MS,ROCHEDO,333,337,4,1.20,859,777,-82,-9.55,0,7,7,#DIV/0!,90,114,24,26.67,295,295,0,0.00,"1,577","1,530",-47,-2.98
,MS,SANTA RITA DO PARDO,"1,018","1,065",47,4.62,205,201,-4,-1.95,5,7,2,40.00,168,187,19,11.31,470,549,79,16.81,"1,866","2,009",143,7.66
,MS,SAO GABRIEL DO OESTE,"1,625","1,608",-17,-1.05,"3,350","3,459",109,3.25,88,115,27,30.68,"1,714","1,895",181,10.56,"2,740","2,891",151,5.51,"9,517","9,968",451,4.74
,MS,SETE QUEDAS,208,212,4,1.92,83,69,-14,-16.87,2,2,0,0.00,285,286,1,0.35,424,464,40,9.43,"1,002","1,033",31,3.09
,MS,SELVIRIA,345,476,131,37.97,984,"1,169",185,18.80,5,10,5,100.00,91,94,3,3.30,834,861,27,3.24,"2,259","2,610",351,15.54
,MS,SIDROLANDIA,"1,831","1,849",18,0.98,"3,845","3,738",-107,-2.78,173,148,-25,-14.45,"1,625","1,862",237,14.58,"3,078","3,882",804,26.12,"10,552","11,479",927,8.79
,MS,SONORA,"1,860","2,010",150,8.06,455,462,7,1.54,71,48,-23,-32.39,388,483,95,24.48,"1,505","1,086",-419,-27.84,"4,279","4,089",-190,-4.44
,MS,TACURU,325,329,4,1.23,15,21,6,40.00,2,1,-1,-50.00,118,111,-7,-5.93,448,486,38,8.48,908,948,40,4.41
,MS,TAQUARUSSU,189,170,-19,-10.05,1,8,7,700.00,2,5,3,150.00,43,44,1,2.33,307,359,52,16.94,542,586,44,8.12
,MS,TERENOS,979,"1,136",157,16.04,887,948,61,6.88,102,78,-24,-23.53,320,304,-16,-5.00,789,980,191,24.21,"3,077","3,446",369,11.99
,MS,TRES LAGOAS,"3,464","4,084",620,17.90,"9,859","10,753",894,9.07,"1,461","1,520",59,4.04,"6,576","6,947",371,5.64,"15,102","15,356",254,1.68,"36,462","38,660","2,198",6.03
,MS,VICENTINA,321,324,3,0.93,338,341,3,0.89,5,11,6,120.00,179,159,-20,-11.17,367,409,42,11.44,"1,210","1,244",34,2.81
,MT,ACORIZAL,131,150,19,14.50,174,168,-6,-3.45,8,11,3,37.50,58,60,2,3.45,148,182,34,22.97,519,571,52,10.02
,MT,AGUA BOA,"1,293","1,445",152,11.76,537,575,38,7.08,77,85,8,10.39,"2,163","2,482",319,14.75,"1,883","2,170",287,15.24,"5,953","6,757",804,13.51
,MT,ALTA FLORESTA,"1,338","1,424",86,6.43,"1,991","1,927",-64,-3.21,266,388,122,45.86,"4,280","4,677",397,9.28,"3,972","4,120",148,3.73,"11,847","12,536",689,5.82
,MT,ALTO ARAGUAIA,541,576,35,6.47,250,265,15,6.00,37,26,-11,-29.73,549,604,55,10.02,"1,311","1,448",137,10.45,"2,688","2,919",231,8.59
,MT,ALTO BOA VISTA,151,237,86,56.95,1,1,0,0.00,0,0,0,#DIV/0!,96,93,-3,-3.13,278,324,46,16.55,526,655,129,24.52
,MT,ALTO GARCAS,"1,665","2,016",351,21.08,36,27,-9,-25.00,8,24,16,200.00,494,543,49,9.92,644,747,103,15.99,"2,847","3,357",510,17.91
,MT,ALTO PARAGUAI,196,233,37,18.88,0,4,4,#DIV/0!,5,0,-5,-100.00,88,73,-15,-17.05,257,29,-228,-88.72,546,339,-207,-37.91
,MT,ALTO TAQUARI,529,602,73,13.80,905,909,4,0.44,24,13,-11,-45.83,381,378,-3,-0.79,909,969,60,6.60,"2,748","2,871",123,4.48
,MT,APIACAS,216,199,-17,-7.87,105,222,117,111.43,6,8,2,33.33,358,338,-20,-5.59,425,439,14,3.29,"1,110","1,206",96,8.65
,MT,ARAGUAIANA,464,434,-30,-6.47,13,12,-1,-7.69,0,0,0,#DIV/0!,29,30,1,3.45,229,336,107,46.72,735,812,77,10.48
,MT,ARAGUAINHA,23,32,9,39.13,0,0,0,#DIV/0!,0,0,0,#DIV/0!,3,3,0,0.00,115,154,39,33.91,141,189,48,34.04
,MT,ARAPUTANGA,469,472,3,0.64,"1,438","1,428",-10,-0.70,28,27,-1,-3.57,615,650,35,5.69,927,879,-48,-5.18,"3,477","3,456",-21,-0.60
,MT,ARENAPOLIS,69,96,27,39.13,73,70,-3,-4.11,39,45,6,15.38,392,437,45,11.48,516,697,181,35.08,"1,089","1,345",256,23.51
,MT,ARIPUANA,531,521,-10,-1.88,982,986,4,0.41,"1,418","1,747",329,23.20,836,"1,023",187,22.37,"1,522","2,024",502,32.98,"5,289","6,301","1,012",19.13
,MT,BARAO DE MELGACO,119,202,83,69.75,1,1,0,0.00,0,0,0,#DIV/0!,35,35,0,0.00,284,288,4,1.41,439,526,87,19.82
,MT,BARRA DO BUGRES,"1,439","1,531",92,6.39,"1,850","1,907",57,3.08,107,80,-27,-25.23,"1,340","1,419",79,5.90,"1,263","1,468",205,16.23,"5,999","6,405",406,6.77
,MT,BARRA DO GARCAS,982,"1,030",48,4.89,"2,529","2,220",-309,-12.22,231,339,108,46.75,"4,092","4,514",422,10.31,"7,125","7,682",557,7.82,"14,959","15,785",826,5.52
,MT,BOM JESUS DO ARAGUAIA,804,826,22,2.74,8,10,2,25.00,26,0,-26,-100.00,120,127,7,5.83,294,391,97,32.99,"1,252","1,354",102,8.15
,MT,BRASNORTE,"1,804","2,201",397,22.01,609,595,-14,-2.30,9,21,12,133.33,734,843,109,14.85,816,935,119,14.58,"3,972","4,595",623,15.68
,MT,CACERES,"1,987","2,064",77,3.88,879,"1,042",163,18.54,232,220,-12,-5.17,"4,015","3,966",-49,-1.22,"7,808","7,657",-151,-1.93,"14,921","14,949",28,0.19
,MT,CAMPINAPOLIS,378,417,39,10.32,94,120,26,27.66,7,11,4,57.14,186,184,-2,-1.08,524,597,73,13.93,"1,189","1,329",140,11.77
,MT,CAMPO NOVO DO PARECIS,"4,629","5,293",664,14.34,"1,975","2,548",573,29.01,562,559,-3,-0.53,"3,495","3,819",324,9.27,"3,172","3,278",106,3.34,"13,833","15,497","1,664",12.03
,MT,CAMPO VERDE,"3,758","3,826",68,1.81,"1,276","1,118",-158,-12.38,212,220,8,3.77,"3,283","3,030",-253,-7.71,"3,260","3,696",436,13.37,"11,789","11,890",101,0.86
,MT,CAMPOS DE JULIO,"1,825","2,081",256,14.03,274,270,-4,-1.46,10,8,-2,-20.00,472,515,43,9.11,761,776,15,1.97,"3,342","3,650",308,9.22
,MT,CANABRAVA DO NORTE,121,245,124,102.48,59,62,3,5.08,4,3,-1,-25.00,30,35,5,16.67,169,212,43,25.44,383,557,174,45.43
,MT,CANARANA,"1,431","1,708",277,19.36,229,259,30,13.10,55,99,44,80.00,"1,424","1,507",83,5.83,"1,633","1,908",275,16.84,"4,772","5,481",709,14.86
,MT,CARLINDA,334,370,36,10.78,57,52,-5,-8.77,13,0,-13,-100.00,390,393,3,0.77,381,382,1,0.26,"1,175","1,197",22,1.87
,MT,CASTANHEIRA,376,340,-36,-9.57,70,134,64,91.43,14,6,-8,-57.14,174,154,-20,-11.49,230,233,3,1.30,864,867,3,0.35
,MT,CHAPADA DOS GUIMARAES,744,763,19,2.55,255,289,34,13.33,29,53,24,82.76,522,568,46,8.81,"1,325","1,634",309,23.32,"2,875","3,307",432,15.03
,MT,CLAUDIA,533,613,80,15.01,332,365,33,9.94,14,18,4,28.57,413,472,59,14.29,593,614,21,3.54,"1,885","2,082",197,10.45
,MT,COCALINHO,628,674,46,7.32,148,186,38,25.68,0,1,1,#DIV/0!,100,116,16,16.00,58,61,3,5.17,934,"1,038",104,11.13
,MT,COLIDER,429,492,63,14.69,"1,506","1,857",351,23.31,92,121,29,31.52,"2,149","2,168",19,0.88,"1,970","2,147",177,8.98,"6,146","6,785",639,10.40
,MT,COLNIZA,486,533,47,9.67,560,788,228,40.71,12,15,3,25.00,776,895,119,15.34,"1,134","1,126",-8,-0.71,"2,968","3,357",389,13.11
,MT,COMODORO,"1,085","1,202",117,10.78,244,261,17,6.97,105,117,12,11.43,857,906,49,5.72,"1,431","1,578",147,10.27,"3,722","4,064",342,9.19
,MT,CONFRESA,457,552,95,20.79,"1,103","1,064",-39,-3.54,150,213,63,42.00,"1,748","1,973",225,12.87,"1,851","1,703",-148,-8.00,"5,309","5,505",196,3.69
,MT,CONQUISTA D OESTE,201,204,3,1.49,30,22,-8,-26.67,21,0,-21,-100.00,113,110,-3,-2.65,245,273,28,11.43,610,609,-1,-0.16
,MT,COTRIGUACU,130,160,30,23.08,265,291,26,9.81,5,14,9,180.00,312,326,14,4.49,459,511,52,11.33,"1,171","1,302",131,11.19
,MT,CUIABA,"3,902","2,615","-1,287",-32.98,"16,361","16,806",445,2.72,"11,729","13,404","1,675",14.28,"43,539","46,167","2,628",6.04,"164,175","171,238","7,063",4.30,"239,706","250,230","10,524",4.39
,MT,CURVELANDIA,27,27,0,0.00,68,68,0,0.00,29,14,-15,-51.72,66,78,12,18.18,206,284,78,37.86,396,471,75,18.94
,MT,DENISE,262,271,9,3.44,35,46,11,31.43,9,9,0,0.00,127,119,-8,-6.30,247,272,25,10.12,680,717,37,5.44
,MT,DIAMANTINO,"3,163","3,425",262,8.28,"1,487","1,490",3,0.20,72,111,39,54.17,"1,146","1,201",55,4.80,"1,647","2,052",405,24.59,"7,515","8,279",764,10.17
,MT,DOM AQUINO,619,629,10,1.62,175,193,18,10.29,5,4,-1,-20.00,117,137,20,17.09,405,406,1,0.25,"1,321","1,369",48,3.63
,MT,FELIZ NATAL,645,689,44,6.82,491,511,20,4.07,24,38,14,58.33,361,421,60,16.62,681,744,63,9.25,"2,202","2,403",201,9.13
,MT,FIGUEIROPOLIS D OESTE,163,186,23,14.11,56,55,-1,-1.79,20,4,-16,-80.00,76,69,-7,-9.21,205,203,-2,-0.98,520,517,-3,-0.58
,MT,GAUCHA DO NORTE,791,"1,000",209,26.42,47,57,10,21.28,4,3,-1,-25.00,298,341,43,14.43,240,488,248,103.33,"1,380","1,889",509,36.88
,MT,GENERAL CARNEIRO,416,455,39,9.38,9,7,-2,-22.22,0,0,0,#DIV/0!,39,48,9,23.08,244,285,41,16.80,708,795,87,12.29
,MT,GLORIA D OESTE,101,117,16,15.84,25,13,-12,-48.00,0,0,0,#DIV/0!,38,40,2,5.26,189,167,-22,-11.64,353,337,-16,-4.53
,MT,GUARANTA DO NORTE,296,324,28,9.46,"1,155",888,-267,-23.12,218,152,-66,-30.28,"1,565","1,715",150,9.58,"1,955","2,168",213,10.90,"5,189","5,247",58,1.12
,MT,GUIRATINGA,705,814,109,15.46,62,78,16,25.81,7,5,-2,-28.57,248,246,-2,-0.81,652,637,-15,-2.30,"1,674","1,780",106,6.33
,MT,INDIAVAI,116,130,14,12.07,2,2,0,0.00,0,0,0,#DIV/0!,27,17,-10,-37.04,166,210,44,26.51,311,359,48,15.43
,MT,IPIRANGA DO NORTE,"1,286","1,430",144,11.20,146,137,-9,-6.16,11,0,-11,-100.00,288,311,23,7.99,424,439,15,3.54,"2,155","2,317",162,7.52
,MT,ITANHANGA,234,259,25,10.68,86,102,16,18.60,4,8,4,100.00,260,254,-6,-2.31,287,423,136,47.39,871,"1,046",175,20.09
,MT,ITAUBA,434,477,43,9.91,313,316,3,0.96,2,3,1,50.00,107,83,-24,-22.43,426,529,103,24.18,"1,282","1,408",126,9.83
,MT,ITIQUIRA,"2,089","1,991",-98,-4.69,96,91,-5,-5.21,16,18,2,12.50,315,321,6,1.90,885,"1,139",254,28.70,"3,401","3,560",159,4.68
,MT,JACIARA,653,943,290,44.41,997,765,-232,-23.27,125,88,-37,-29.60,"1,644","1,743",99,6.02,"2,570","3,138",568,22.10,"5,989","6,677",688,11.49
,MT,JANGADA,181,179,-2,-1.10,135,60,-75,-55.56,3,2,-1,-33.33,149,126,-23,-15.44,312,441,129,41.35,780,808,28,3.59
,MT,JAURU,202,209,7,3.47,44,37,-7,-15.91,5,6,1,20.00,232,245,13,5.60,469,520,51,10.87,952,"1,017",65,6.83
,MT,JUARA,"1,668","1,875",207,12.41,"1,421","1,422",1,0.07,127,96,-31,-24.41,"1,903","2,022",119,6.25,"1,894","1,971",77,4.07,"7,013","7,386",373,5.32
,MT,JUINA,707,730,23,3.25,"1,345","1,194",-151,-11.23,52,150,98,188.46,"3,030","3,243",213,7.03,"2,984","3,570",586,19.64,"8,118","8,887",769,9.47
,MT,JURUENA,193,182,-11,-5.70,622,537,-85,-13.67,16,32,16,100.00,414,462,48,11.59,513,596,83,16.18,"1,758","1,809",51,2.90
,MT,JUSCIMEIRA,605,643,38,6.28,97,140,43,44.33,16,27,11,68.75,208,216,8,3.85,514,547,33,6.42,"1,440","1,573",133,9.24
