Curso,Estado,NumIngressantes,MediaSalarial
AGRONEGÓCIO,Goiás,135,3470.61
ENGENHARIA AGRÍCOLA,Goiás,131,3470.61
GESTÃO DO AGRONEGÓCIO,Goiás,125,3470.61
ENGENHARIA FLORESTAL,Goiás,119,3470.61
ENGENHARIA AMBIENTAL E SANITÁRIA,Goiás,111,3470.61
JOGOS DIGITAIS,Goiás,110,3470.61
ARTES VISUAIS,Goiás,107,3470.61
ENGENHARIA DE ALIMENTOS,Goiás,104,3470.61
SISTEMA DE INFORMAÇÃO,Goiás,103,3470.61
LETRAS: PORTUGUÊS,Goiás,100,3470.61
CINEMA E AUDIOVISUAL,Goiás,96,3470.61
ENGENHARIA ELETRÔNICA,Goiás,95,3470.61
TEOLOGIA,Goiás,88,3470.61
HOTELARIA,Goiás,87,3470.61
LETRAS - TRADUTOR E INTÉRPRETE,Goiás,82,3470.61
DANÇA,Goiás,79,3470.61
ESTATÍSTICA,Goiás,79,3470.61
SECRETARIADO EXECUTIVO - BILÍNGUE,Goiás,78,3470.61
ENGENHARIA DE TRANSPORTES,Goiás,76,3470.61
RELAÇÕES PÚBLICAS,Goiás,70,3470.61
CIêNCIAS BIOLóGICAS - MODALIDADE MéDICA,Goiás,70,3470.61
MÚSICA,Goiás,69,3470.61
CIÊNCIAS AERONÁUTICAS,Goiás,68,3470.61
GESTÃO PORTUÁRIA,Goiás,67,3470.61
QUÍMICA INDUSTRIAL,Goiás,66,3470.61
CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Goiás,66,3470.61
CIêNCIAS SOCIAIS - POLíTICAS PúBLICAS,Goiás,66,3470.61
FONOAUDIOLOGIA,Goiás,63,3470.61
ENGENHARIA QUÍMICA,Goiás,63,3470.61
ALIMENTOS,Goiás,62,3470.61
BIBLIOTECONOMIA,Goiás,62,3470.61
AGROECOLOGIA,Goiás,56,3470.61
ECOLOGIA E ANÁLISE AMBIENTAL,Goiás,56,3470.61
GESTÃO EXECUTIVA DE NEGÓCIOS,Goiás,55,3470.61
GESTÃO DA INFORMAÇÃO,Goiás,53,3470.61
MúSICA - INSTRUMENTO MUSICAL,Goiás,53,3470.61
ENGENHARIA DE MINAS,Goiás,52,3470.61
CIÊNCIAS AMBIENTAIS,Goiás,52,3470.61
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Goiás,50,3470.61
ENGENHARIA CIVIL DA MOBILIDADE,Goiás,48,3470.61
MATEMÁTICA INDUSTRIAL,Goiás,47,3470.61
MINERAÇÃO,Goiás,40,3470.61
TERAPIA OCUPACIONAL,Goiás,40,3470.61
GESTÃO AMBIENTAL,Goiás,39,3470.61
DESIGN,Goiás,39,3470.61
MUSEOLOGIA,Goiás,39,3470.61
GEOLOGIA,Goiás,37,3470.61
PEDAGOGIA BILÍNGUE,Goiás,36,3470.61
LETRAS: LIBRAS,Goiás,36,3470.61
LETRAS: ESPANHOL,Goiás,34,3470.61
LETRAS: TRADUÇÃO E INTERPRETAÇÃO EM LIBRAS/PORTUGUÊS,Goiás,34,3470.61
DESIGN DE PRODUTO,Goiás,34,3470.61
TEATRO,Goiás,33,3470.61
LETRAS: INGLÊS,Goiás,33,3470.61
EDUCAÇÃO DO CAMPO,Goiás,32,3470.61
BIOTECNOLOGIA,Goiás,32,3470.61
DIREÇÃO DE ARTE,Goiás,32,3470.61
CIÊNCIAS NATURAIS,Goiás,31,3470.61
SISTEMAS PARA INTERNET,Goiás,30,3470.61
ENGENHARIA AMBIENTAL,Goiás,30,3470.61
FÍSICA MÉDICA,Goiás,30,3470.61
ENGENHARIA AERONÁUTICA,Goiás,29,3470.61
ENGENHARIA FÍSICA,Goiás,29,3470.61
ENGENHARIA DA COMPUTAÇÃO,Goiás,27,3470.61
HORTICULTURA,Goiás,27,3470.61
SANEAMENTO AMBIENTAL,Goiás,25,3470.61
MANUTENÇÃO INDUSTRIAL,Goiás,23,3470.61
LETRAS - PORTUGUÊS-INGLÊS,Goiás,23,3470.61
SEGURANÇA DA INFORMAÇÃO,Goiás,19,3470.61
SECRETARIADO EXECUTIVO,Goiás,18,3470.61
ENGENHARIA DE PETRÓLEO,Goiás,18,3470.61
ARQUEOLOGIA,Goiás,18,3470.61
MÚSICA - EDUCAÇÃO MUSICAL,Goiás,16,3470.61
EDUCAÇÃO INTERCULTURAL - CIÊNCIAS DA LINGUAGEM,Goiás,15,3470.61
EDUCAÇÃO INTERCULTURAL - CIÊNCIAS DA CULTURA,Goiás,13,3470.61
LETRAS: FRANCÊS,Goiás,13,3470.61
GESTÃO DE SEGURANÇA PÚBLICA,Goiás,12,3470.61
GESTÃO DE SEGURANÇA PRIVADA,Goiás,12,3470.61
EDUCAÇÃO INTERCULTURAL - CIÊNCIAS DA NATUREZA,Goiás,12,3470.61
LETRAS: LINGUÍSTICA,Goiás,10,3470.61
LETRAS: ESTUDOS LITERÁRIOS,Goiás,10,3470.61
GESTÃO DA PRODUÇÃO INDUSTRIAL,Goiás,7,3470.61
MúSICA - CANTO,Goiás,7,3470.61
MUSICOTERAPIA,Goiás,7,3470.61
EVENTOS,Goiás,6,3470.61
GERENCIAMENTO DE REDES DE COMPUTADORES,Goiás,5,3470.61
DESENHO INDUSTRIAL,Goiás,5,3470.61
DIREITO,Maranhão,5861,3119.42
ADMINISTRAÇÃO,Maranhão,3253,3119.42
ENFERMAGEM,Maranhão,3239,3119.42
PEDAGOGIA,Maranhão,2833,3119.42
EDUCAÇÃO FÍSICA,Maranhão,2068,3119.42
PSICOLOGIA,Maranhão,1862,3119.42
FARMÁCIA,Maranhão,1619,3119.42
ENGENHARIA CIVIL,Maranhão,1377,3119.42
CIÊNCIAS CONTÁBEIS,Maranhão,1373,3119.42
SERVIÇO SOCIAL,Maranhão,1342,3119.42
FISIOTERAPIA,Maranhão,1330,3119.42
ODONTOLOGIA,Maranhão,1308,3119.42
NUTRIÇÃO,Maranhão,1058,3119.42
MEDICINA,Maranhão,754,3119.42
CIÊNCIAS BIOLÓGICAS,Maranhão,740,3119.42
GESTÃO DE RECURSOS HUMANOS,Maranhão,661,3119.42
BIOMEDICINA,Maranhão,615,3119.42
ESTÉTICA E COSMÉTICA,Maranhão,564,3119.42
ENGENHARIA MECÂNICA,Maranhão,532,3119.42
ARQUITETURA E URBANISMO,Maranhão,524,3119.42
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Maranhão,512,3119.42
MATEMÁTICA,Maranhão,503,3119.42
ENGENHARIA ELÉTRICA,Maranhão,419,3119.42
LETRAS - PORTUGUÊS,Maranhão,416,3119.42
MEDICINA VETERINÁRIA,Maranhão,412,3119.42
QUÍMICA,Maranhão,374,3119.42
AGRONOMIA,Maranhão,332,3119.42
HISTÓRIA,Maranhão,317,3119.42
ENGENHARIA DE PRODUÇÃO,Maranhão,316,3119.42
LOGÍSTICA,Maranhão,311,3119.42
CIÊNCIA DA COMPUTAÇÃO,Maranhão,302,3119.42
DESIGN,Maranhão,289,3119.42
ZOOTECNIA,Maranhão,267,3119.42
FÍSICA,Maranhão,264,3119.42
GEOGRAFIA,Maranhão,262,3119.42
SISTEMAS DE INFORMAÇÃO,Maranhão,260,3119.42
RADIOLOGIA,Maranhão,247,3119.42
REDES DE COMPUTADORES,Maranhão,210,3119.42
GESTÃO HOSPITALAR,Maranhão,209,3119.42
ENGENHARIA DE COMPUTAÇÃO,Maranhão,205,3119.42
LETRAS,Maranhão,195,3119.42
CIÊNCIAS SOCIAIS,Maranhão,189,3119.42
CIÊNCIAS NATURAIS - BIOLOGIA,Maranhão,187,3119.42
JORNALISMO,Maranhão,186,3119.42
LETRAS - INGLÊS,Maranhão,177,3119.42
ALIMENTOS,Maranhão,168,3119.42
CIÊNCIAS HUMANAS - SOCIOLOGIA,Maranhão,161,3119.42
GASTRONOMIA,Maranhão,155,3119.42
ENGENHARIA QUÍMICA,Maranhão,121,3119.42
CIÊNCIAS ECONÔMICAS,Maranhão,115,3119.42
FILOSOFIA,Maranhão,114,3119.42
GESTÃO PORTUÁRIA,Maranhão,112,3119.42
GESTÃO AMBIENTAL,Maranhão,110,3119.42
CIêNCIAS NATURAIS - QUíMICA,Maranhão,110,3119.42
GESTÃO COMERCIAL,Maranhão,105,3119.42
LETRAS - PORTUGUÊS E INGLÊS,Maranhão,104,3119.42
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Maranhão,97,3119.42
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Maranhão,96,3119.42
TURISMO,Maranhão,95,3119.42
LETRAS - LÍNGUA PORTUGUESA,Maranhão,95,3119.42
ENGENHARIA AMBIENTAL,Maranhão,93,3119.42
BIOLOGIA,Maranhão,89,3119.42
CIÊNCIAS HUMANAS - HISTÓRIA,Maranhão,89,3119.42
ENGENHARIA DE PESCA,Maranhão,86,3119.42
ESTÉTICA,Maranhão,83,3119.42
ARTES VISUAIS,Maranhão,82,3119.42
FONOAUDIOLOGIA,Maranhão,79,3119.42
BIBLIOTECONOMIA,Maranhão,77,3119.42
AGRONEGÓCIO,Maranhão,75,3119.42
CIÊNCIAS AGRÁRIAS,Maranhão,69,3119.42
ENGENHARIA INDUSTRIAL ELÉTRICA,Maranhão,68,3119.42
ENGENHARIA DE ALIMENTOS,Maranhão,68,3119.42
HOTELARIA,Maranhão,66,3119.42
ENGENHARIA INDUSTRIAL MECÂNICA,Maranhão,62,3119.42
TEATRO,Maranhão,62,3119.42
PUBLICIDADE E PROPAGANDA,Maranhão,61,3119.42
CIÊNCIAS HUMANAS - GEOGRAFIA,Maranhão,54,3119.42
OCEANOGRAFIA,Maranhão,52,3119.42
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Maranhão,51,3119.42
CIÊNCIAS IMOBILIÁRIAS,Maranhão,49,3119.42
QUÍMICA INDUSTRIAL,Maranhão,48,3119.42
FORMAÇÃO DE OFICIAIS (CCSA),Maranhão,46,3119.42
MÚSICA,Maranhão,43,3119.42
CONSTRUÇÃO DE EDIFÍCIOS,Maranhão,41,3119.42
TEOLOGIA,Maranhão,41,3119.42
ENGENHARIA AGRÍCOLA,Maranhão,40,3119.42
LETRAS - ESPANHOL,Maranhão,39,3119.42
LETRAS - LIBRAS,Maranhão,39,3119.42
MARKETING,Maranhão,38,3119.42
LINGUAGENS E CóDIGOS - LíNGUA PORTUGUESA,Maranhão,37,3119.42
INTERDISCIPLINAR EM ESTUDOS AFRICANOS E AFRO-BRASILEIROS,Maranhão,37,3119.42
DESIGN DE INTERIORES,Maranhão,37,3119.42
LETRAS - PORTUGUÊS E ESPANHOL,Maranhão,36,3119.42
ENGENHARIA DE SOFTWARE,Maranhão,36,3119.42
GESTÃO DO AGRONEGÓCIO,Maranhão,33,3119.42
PROCESSOS GERENCIAIS,Maranhão,33,3119.42
COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,Maranhão,32,3119.42
FORMAÇÃO DE OFICIAIS BOMBEIRO MILITAR,Maranhão,31,3119.42
COMUNICAÇÃO SOCIAL - JORNALISMO,Maranhão,31,3119.42
ENGENHARIA FLORESTAL,Maranhão,30,3119.42
CIÊNCIAS NATURAIS,Maranhão,29,3119.42
COMUNICAÇÃO SOCIAL,Maranhão,29,3119.42
EDUCAÇÃO DO CAMPO - CIÊNCIAS AGRÁRIAS,Maranhão,28,3119.42
EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA E MATEMÁTICA,Maranhão,28,3119.42
COMUNICAÇÃO SOCIAL - RÁDIO E TELEVISÃO,Maranhão,27,3119.42
ENGENHARIA AMBIENTAL E SANITÁRIA,Maranhão,26,3119.42
GESTÃO DE TURISMO,Maranhão,25,3119.42
ENGENHARIA DA COMPUTAÇÃO,Maranhão,24,3119.42
CIêNCIAS NATURAIS - FíSICA,Maranhão,24,3119.42
CIÊNCIAS EXATAS,Maranhão,24,3119.42
ENGENHARIA ELETRÔNICA,Maranhão,20,3119.42
LETRAS - PORTUGUÊS E FRANCÊS,Maranhão,18,3119.42
TERAPIA OCUPACIONAL,Maranhão,17,3119.42
SISTEMAS PARA INTERNET,Maranhão,17,3119.42
CIÊNCIAS HUMANAS - FILOSOFIA,Maranhão,15,3119.42
SEGURANÇA NO TRABALHO,Maranhão,13,3119.42
LINGUAGENS E CÓDIGOS - MÚSICA,Maranhão,13,3119.42
PRODUÇÃO PUBLICITÁRIA,Maranhão,12,3119.42
SISTEMA DE INFORMAÇÃO,Maranhão,10,3119.42
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Maranhão,8,3119.42
DESIGN GRÁFICO,Maranhão,5,3119.42
SEGURANÇA DA INFORMAÇÃO,Maranhão,5,3119.42
DIREITO,Mato Grosso,7969,3841.03
ADMINISTRAÇÃO,Mato Grosso,2473,3841.03
CIÊNCIAS CONTÁBEIS,Mato Grosso,2087,3841.03
ENFERMAGEM,Mato Grosso,2061,3841.03
AGRONOMIA,Mato Grosso,1966,3841.03
PSICOLOGIA,Mato Grosso,1889,3841.03
ENGENHARIA CIVIL,Mato Grosso,1677,3841.03
PEDAGOGIA,Mato Grosso,1479,3841.03
FISIOTERAPIA,Mato Grosso,1310,3841.03
EDUCAÇÃO FÍSICA,Mato Grosso,1302,3841.03
ODONTOLOGIA,Mato Grosso,975,3841.03
NUTRIÇÃO,Mato Grosso,833,3841.03
ARQUITETURA E URBANISMO,Mato Grosso,809,3841.03
BIOMEDICINA,Mato Grosso,731,3841.03
GESTÃO DE RECURSOS HUMANOS,Mato Grosso,702,3841.03
FARMÁCIA,Mato Grosso,671,3841.03
CIÊNCIAS BIOLÓGICAS,Mato Grosso,637,3841.03
MEDICINA,Mato Grosso,566,3841.03
ESTÉTICA E COSMÉTICA,Mato Grosso,537,3841.03
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Mato Grosso,492,3841.03
ZOOTECNIA,Mato Grosso,475,3841.03
MATEMÁTICA,Mato Grosso,453,3841.03
MEDICINA VETERINÁRIA,Mato Grosso,419,3841.03
ENGENHARIA MECÂNICA,Mato Grosso,416,3841.03
ENGENHARIA ELÉTRICA,Mato Grosso,406,3841.03
CIÊNCIA DA COMPUTAÇÃO,Mato Grosso,359,3841.03
GEOGRAFIA,Mato Grosso,359,3841.03
GESTÃO PÚBLICA,Mato Grosso,338,3841.03
CIÊNCIAS ECONÔMICAS,Mato Grosso,294,3841.03
SISTEMAS DE INFORMAÇÃO,Mato Grosso,278,3841.03
GASTRONOMIA,Mato Grosso,269,3841.03
SERVIÇO SOCIAL,Mato Grosso,259,3841.03
FÍSICA,Mato Grosso,258,3841.03
ENGENHARIA AGRONÔMICA,Mato Grosso,256,3841.03
ENGENHARIA FLORESTAL,Mato Grosso,256,3841.03
JORNALISMO,Mato Grosso,239,3841.03
LETRAS,Mato Grosso,238,3841.03
HISTÓRIA,Mato Grosso,225,3841.03
ENGENHARIA DE COMPUTAÇÃO,Mato Grosso,223,3841.03
QUÍMICA,Mato Grosso,221,3841.03
RADIOLOGIA,Mato Grosso,207,3841.03
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Mato Grosso,196,3841.03
LETRAS - PORTUGUÊS E INGLÊS,Mato Grosso,172,3841.03
REDES DE COMPUTADORES,Mato Grosso,170,3841.03
GESTÃO COMERCIAL,Mato Grosso,163,3841.03
ENGENHARIA DE PRODUÇÃO,Mato Grosso,161,3841.03
TURISMO,Mato Grosso,160,3841.03
DESIGN DE INTERIORES,Mato Grosso,144,3841.03
CIÊNCIAS AERONÁUTICAS,Mato Grosso,140,3841.03
ENGENHARIA DE ALIMENTOS,Mato Grosso,137,3841.03
AGRONEGÓCIO,Mato Grosso,124,3841.03
ENGENHARIA AGRÍCOLA E AMBIENTAL,Mato Grosso,119,3841.03
AUTOMAÇÃO INDUSTRIAL,Mato Grosso,116,3841.03
GESTÃO DO AGRONEGÓCIO,Mato Grosso,105,3841.03
LOGÍSTICA,Mato Grosso,101,3841.03
PROCESSOS GERENCIAIS,Mato Grosso,100,3841.03
FILOSOFIA,Mato Grosso,98,3841.03
GESTÃO AMBIENTAL,Mato Grosso,94,3841.03
SAÚDE COLETIVA,Mato Grosso,94,3841.03
PUBLICIDADE E PROPAGANDA,Mato Grosso,93,3841.03
AGROINDÚSTRIA,Mato Grosso,90,3841.03
CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Mato Grosso,81,3841.03
CIÊNCIAS DA NATUREZA - BIOLOGIA,Mato Grosso,77,3841.03
SECRETARIADO EXECUTIVO,Mato Grosso,77,3841.03
FOTOGRAFIA,Mato Grosso,77,3841.03
ELETROTÉCNICA INDUSTRIAL,Mato Grosso,73,3841.03
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Mato Grosso,72,3841.03
MARKETING,Mato Grosso,69,3841.03
ENGENHARIA QUÍMICA,Mato Grosso,69,3841.03
ESTATÍSTICA,Mato Grosso,67,3841.03
ENGENHARIA DE TRANSPORTES,Mato Grosso,67,3841.03
CONSTRUÇÃO DE EDIFÍCIOS,Mato Grosso,65,3841.03
ENGENHARIA SANITARIA E AMBIENTAL,Mato Grosso,64,3841.03
AGROCOMPUTAÇÃO,Mato Grosso,63,3841.03
DESIGN DE MODA,Mato Grosso,58,3841.03
CIÊNCIAS SOCIAIS,Mato Grosso,58,3841.03
ENGENHARIA DE PRODUÇÃO AGROINDUSTRIAL,Mato Grosso,57,3841.03
LETRAS - LÍNGUA PORTUGUESA E LITERATURAS DE LíNGUA PORTUGUESA,Mato Grosso,54,3841.03
CONTROLE DE OBRAS,Mato Grosso,53,3841.03
ENGENHARIA DE MINAS,Mato Grosso,52,3841.03
GEOPROCESSAMENTO,Mato Grosso,51,3841.03
ALIMENTOS,Mato Grosso,45,3841.03
GEOLOGIA,Mato Grosso,44,3841.03
BIOTECNOLOGIA,Mato Grosso,42,3841.03
CIÊNCIAS DA NATUREZA,Mato Grosso,40,3841.03
LETRAS - LIBRAS,Mato Grosso,38,3841.03
SISTEMAS PARA INTERNET,Mato Grosso,37,3841.03
PRODUÇÃO DE GRÃOS,Mato Grosso,37,3841.03
COMÉRCIO EXTERIOR,Mato Grosso,37,3841.03
LETRAS - LÍNGUA PORTUGUESA,Mato Grosso,35,3841.03
GESTÃO DA QUALIDADE,Mato Grosso,34,3841.03
SEGURANÇA PÚBLICA,Mato Grosso,33,3841.03
GESTÃO DE COOPERATIVAS,Mato Grosso,33,3841.03
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Mato Grosso,32,3841.03
CIêNCIAS NATURAIS E MATEMáTICA - QUíMICA,Mato Grosso,30,3841.03
CINEMA E AUDIOVISUAL,Mato Grosso,30,3841.03
ENGENHARIA AMBIENTAL,Mato Grosso,29,3841.03
CIêNCIAS NATURAIS E MATEMáTICA - MATEMáTICA,Mato Grosso,29,3841.03
SISTEMA DE INFORMAÇÃO,Mato Grosso,27,3841.03
LETRAS - LíNGUA E LITERATURAS DE LíNGUA INGLESA,Mato Grosso,27,3841.03
LETRAS PORTUGUÊS E INGLÊS,Mato Grosso,27,3841.03
BIOLOGIA,Mato Grosso,26,3841.03
FONOAUDIOLOGIA,Mato Grosso,26,3841.03
LETRAS PORTUGUÊS E ESPANHOL E RESPECTIVAS LITERATURAS,Mato Grosso,25,3841.03
LETRAS - PORTUGUÊS E LITERATURAS,Mato Grosso,25,3841.03
MÚSICA,Mato Grosso,23,3841.03
LETRAS PORTUGUÊS E FRANCÊS,Mato Grosso,21,3841.03
CIêNCIAS DA NATUREZA - QUíMICA,Mato Grosso,20,3841.03
GESTÃO HOSPITALAR,Mato Grosso,19,3841.03
BIBLIOTECONOMIA,Mato Grosso,19,3841.03
GESTÃO DA PRODUÇÃO INDUSTRIAL,Mato Grosso,19,3841.03
LETRAS - PORTUGUÊS E INGLÊS E RESPECTIVAS LITERATURAS,Mato Grosso,17,3841.03
BIOCOMBUSTÍVEIS,Mato Grosso,17,3841.03
COMUNICAÇÃO SOCIAL - JORNALISMO,Mato Grosso,17,3841.03
CIêNCIAS NATURAIS E MATEMáTICA - FíSICA,Mato Grosso,17,3841.03
GESTÃO FINANCEIRA,Mato Grosso,15,3841.03
ENGENHARIA AMBIENTAL E SANITÁRIA,Mato Grosso,11,3841.03
TEOLOGIA,Mato Grosso,9,3841.03
SISTEMAS BIOMÉDICOS,Mato Grosso,7,3841.03
COMUNICAÇÃO SOCIAL,Mato Grosso,5,3841.03
DIREITO,Mato Grosso do Sul,4172,3740.25
ADMINISTRAÇÃO,Mato Grosso do Sul,1705,3740.25
ENFERMAGEM,Mato Grosso do Sul,1601,3740.25
EDUCAÇÃO FÍSICA,Mato Grosso do Sul,1519,3740.25
PSICOLOGIA,Mato Grosso do Sul,1409,3740.25
PEDAGOGIA,Mato Grosso do Sul,1173,3740.25
AGRONOMIA,Mato Grosso do Sul,1012,3740.25
CIÊNCIAS CONTÁBEIS,Mato Grosso do Sul,1003,3740.25
ENGENHARIA CIVIL,Mato Grosso do Sul,935,3740.25
FISIOTERAPIA,Mato Grosso do Sul,729,3740.25
MEDICINA VETERINÁRIA,Mato Grosso do Sul,669,3740.25
MATEMÁTICA,Mato Grosso do Sul,624,3740.25
ARQUITETURA E URBANISMO,Mato Grosso do Sul,623,3740.25
BIOMEDICINA,Mato Grosso do Sul,606,3740.25
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Mato Grosso do Sul,580,3740.25
ESTÉTICA E COSMÉTICA,Mato Grosso do Sul,508,3740.25
CIÊNCIAS BIOLÓGICAS,Mato Grosso do Sul,491,3740.25
MEDICINA,Mato Grosso do Sul,452,3740.25
NUTRIÇÃO,Mato Grosso do Sul,451,3740.25
ODONTOLOGIA,Mato Grosso do Sul,416,3740.25
FARMÁCIA,Mato Grosso do Sul,412,3740.25
GEOGRAFIA,Mato Grosso do Sul,412,3740.25
HISTÓRIA,Mato Grosso do Sul,381,3740.25
LETRAS - PORTUGUÊS E INGLÊS,Mato Grosso do Sul,380,3740.25
RADIOLOGIA,Mato Grosso do Sul,361,3740.25
SISTEMAS DE INFORMAÇÃO,Mato Grosso do Sul,352,3740.25
ENGENHARIA DE PRODUÇÃO,Mato Grosso do Sul,317,3740.25
QUÍMICA,Mato Grosso do Sul,269,3740.25
ENGENHARIA ELÉTRICA,Mato Grosso do Sul,267,3740.25
ENGENHARIA MECÂNICA,Mato Grosso do Sul,257,3740.25
LETRAS - PORTUGUÊS E ESPANHOL,Mato Grosso do Sul,254,3740.25
GESTÃO DE RECURSOS HUMANOS,Mato Grosso do Sul,227,3740.25
ENGENHARIA DE COMPUTAÇÃO,Mato Grosso do Sul,204,3740.25
CIÊNCIAS SOCIAIS,Mato Grosso do Sul,198,3740.25
CIÊNCIA DA COMPUTAÇÃO,Mato Grosso do Sul,180,3740.25
CIÊNCIAS ECONÔMICAS,Mato Grosso do Sul,169,3740.25
JORNALISMO,Mato Grosso do Sul,161,3740.25
ZOOTECNIA,Mato Grosso do Sul,158,3740.25
GASTRONOMIA,Mato Grosso do Sul,156,3740.25
PUBLICIDADE E PROPAGANDA,Mato Grosso do Sul,152,3740.25
FÍSICA,Mato Grosso do Sul,138,3740.25
TURISMO,Mato Grosso do Sul,133,3740.25
SISTEMAS PARA INTERNET,Mato Grosso do Sul,121,3740.25
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Mato Grosso do Sul,117,3740.25
ENGENHARIA FÍSICA,Mato Grosso do Sul,116,3740.25
ENGENHARIA DE ALIMENTOS,Mato Grosso do Sul,114,3740.25
ENGENHARIA DE SOFTWARE,Mato Grosso do Sul,107,3740.25
PRODUÇÃO AGRÍCOLA,Mato Grosso do Sul,100,3740.25
FILOSOFIA,Mato Grosso do Sul,99,3740.25
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Mato Grosso do Sul,96,3740.25
ENGENHARIA FLORESTAL,Mato Grosso do Sul,95,3740.25
LICENCIATURA INTERCULTURAL INDÍGENA,Mato Grosso do Sul,94,3740.25
LETRAS - PORTUGUÊS,Mato Grosso do Sul,92,3740.25
DESIGN DE INTERIORES,Mato Grosso do Sul,89,3740.25
GESTÃO AMBIENTAL,Mato Grosso do Sul,81,3740.25
RELAÇÕES INTERNACIONAIS,Mato Grosso do Sul,72,3740.25
ENGENHARIA AMBIENTAL E SANITÁRIA,Mato Grosso do Sul,68,3740.25
COMPUTAÇÃO,Mato Grosso do Sul,66,3740.25
ENGENHARIA AMBIENTAL,Mato Grosso do Sul,66,3740.25
ENGENHARIA DA COMPUTAÇÃO,Mato Grosso do Sul,64,3740.25
ARTES VISUAIS,Mato Grosso do Sul,60,3740.25
LETRAS,Mato Grosso do Sul,60,3740.25
LOGÍSTICA,Mato Grosso do Sul,60,3740.25
AUTOMAÇÃO INDUSTRIAL,Mato Grosso do Sul,59,3740.25
PROCESSOS GERENCIAIS,Mato Grosso do Sul,59,3740.25
EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA E CIÊNCIAS HUMANAS,Mato Grosso do Sul,58,3740.25
BIOTECNOLOGIA,Mato Grosso do Sul,55,3740.25
ARTES CÊNICAS,Mato Grosso do Sul,52,3740.25
REDES DE COMPUTADORES,Mato Grosso do Sul,49,3740.25
ENGENHARIA QUÍMICA,Mato Grosso do Sul,48,3740.25
ENGENHARIA DE AQUICULTURA,Mato Grosso do Sul,46,3740.25
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Mato Grosso do Sul,45,3740.25
PROCESSOS METALÚRGICOS,Mato Grosso do Sul,44,3740.25
DESIGN DE MODA,Mato Grosso do Sul,44,3740.25
ENGENHARIA AGRÍCOLA,Mato Grosso do Sul,41,3740.25
ENGENHARIA DE ENERGIA,Mato Grosso do Sul,37,3740.25
GESTÃO DO AGRONEGÓCIO,Mato Grosso do Sul,36,3740.25
ALIMENTOS,Mato Grosso do Sul,35,3740.25
DESIGN,Mato Grosso do Sul,33,3740.25
AUDIOVISUAL,Mato Grosso do Sul,32,3740.25
SERVIÇO SOCIAL,Mato Grosso do Sul,31,3740.25
MÚSICA,Mato Grosso do Sul,30,3740.25
PRODUÇÃO SUCROALCOOLEIRA,Mato Grosso do Sul,28,3740.25
EDUCAÇÃO DO CAMPO,Mato Grosso do Sul,27,3740.25
QUÍMICA TECNOLÓGICA,Mato Grosso do Sul,24,3740.25
ENGENHARIA DE PESCA,Mato Grosso do Sul,21,3740.25
JOGOS DIGITAIS,Mato Grosso do Sul,21,3740.25
QUÍMICA INDUSTRIAL,Mato Grosso do Sul,21,3740.25
PRODUÇÃO DE GRÃOS,Mato Grosso do Sul,17,3740.25
COMUNICAÇÃO E ILUSTRAÇÃO DIGITAL,Mato Grosso do Sul,9,3740.25
TEOLOGIA,Mato Grosso do Sul,8,3740.25
PRODUÇÃO MULTIMÍDIA,Mato Grosso do Sul,8,3740.25
GERENCIAMENTO DE REDES DE COMPUTADORES,Mato Grosso do Sul,5,3740.25
DIREITO,Minas Gerais,27432,3300.8
ADMINISTRAÇÃO,Minas Gerais,12184,3300.8
PSICOLOGIA,Minas Gerais,9954,3300.8
ENFERMAGEM,Minas Gerais,8113,3300.8
EDUCAÇÃO FÍSICA,Minas Gerais,6954,3300.8
ENGENHARIA CIVIL,Minas Gerais,6352,3300.8
CIÊNCIAS CONTÁBEIS,Minas Gerais,6218,3300.8
ODONTOLOGIA,Minas Gerais,6156,3300.8
FISIOTERAPIA,Minas Gerais,6103,3300.8
MEDICINA,Minas Gerais,6092,3300.8
PEDAGOGIA,Minas Gerais,5544,3300.8
MEDICINA VETERINÁRIA,Minas Gerais,5194,3300.8
ENGENHARIA MECÂNICA,Minas Gerais,4225,3300.8
ARQUITETURA E URBANISMO,Minas Gerais,3607,3300.8
NUTRIÇÃO,Minas Gerais,3271,3300.8
FARMÁCIA,Minas Gerais,3227,3300.8
