Area,Setor,Municipio,Empregados
"Negócios, administração e direito",Comércio,Tapiratiba,360
Serviços,Comércio,Tapiratiba,360
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Tapiratiba,360
"Ciências naturais, matemática e estatística",Comércio,Tapiratiba,360
Educação,Serviços,Bento de Abreu,360
Serviços,Serviços,Bento de Abreu,360
Saúde e bem-estar,Serviços,Bento de Abreu,360
"Agricultura, silvicultura, pesca e veterinária",Serviços,Bento de Abreu,360
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Bento de Abreu,360
"Ciências naturais, matemática e estatística",Serviços,Bento de Abreu,360
"Negócios, administração e direito",Serviços,Bento de Abreu,360
"Ciências sociais, comunicação e informação",Serviços,Bento de Abreu,360
Artes e humanidades,Serviços,Bento de Abreu,360
"Ciências naturais, matemática e estatística",Indústria,Ipiguá,360
"Agricultura, silvicultura, pesca e veterinária",Indústria,Ipiguá,360
"Engenharia, produção e construção",Indústria,Ipiguá,360
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Ipiguá,360
Educação,Serviços,Ipiguá,360
Serviços,Serviços,Ipiguá,360
Saúde e bem-estar,Serviços,Ipiguá,360
"Agricultura, silvicultura, pesca e veterinária",Serviços,Ipiguá,360
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Ipiguá,360
"Ciências naturais, matemática e estatística",Serviços,Ipiguá,360
"Negócios, administração e direito",Serviços,Ipiguá,360
"Ciências sociais, comunicação e informação",Serviços,Ipiguá,360
Artes e humanidades,Serviços,Ipiguá,360
"Negócios, administração e direito",Comércio,Dumont,360
Serviços,Comércio,Dumont,360
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Dumont,360
"Ciências naturais, matemática e estatística",Comércio,Dumont,360
Educação,Serviços,Tejupá,359
Serviços,Serviços,Tejupá,359
Saúde e bem-estar,Serviços,Tejupá,359
"Agricultura, silvicultura, pesca e veterinária",Serviços,Tejupá,359
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Tejupá,359
"Ciências naturais, matemática e estatística",Serviços,Tejupá,359
"Negócios, administração e direito",Serviços,Tejupá,359
"Ciências sociais, comunicação e informação",Serviços,Tejupá,359
Artes e humanidades,Serviços,Tejupá,359
"Negócios, administração e direito",Comércio,Roseira,358
Serviços,Comércio,Roseira,358
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Roseira,358
"Ciências naturais, matemática e estatística",Comércio,Roseira,358
"Engenharia, produção e construção",Construção,Salto de Pirapora,357
Educação,Serviços,Santa Cruz da Conceição,357
Serviços,Serviços,Santa Cruz da Conceição,357
Saúde e bem-estar,Serviços,Santa Cruz da Conceição,357
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santa Cruz da Conceição,357
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santa Cruz da Conceição,357
"Ciências naturais, matemática e estatística",Serviços,Santa Cruz da Conceição,357
"Negócios, administração e direito",Serviços,Santa Cruz da Conceição,357
"Ciências sociais, comunicação e informação",Serviços,Santa Cruz da Conceição,357
Artes e humanidades,Serviços,Santa Cruz da Conceição,357
"Negócios, administração e direito",Comércio,Ribeirão Bonito,356
Serviços,Comércio,Ribeirão Bonito,356
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ribeirão Bonito,356
"Ciências naturais, matemática e estatística",Comércio,Ribeirão Bonito,356
"Engenharia, produção e construção",Agropecuária,Ipiguá,356
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ipiguá,356
Educação,Serviços,Júlio Mesquita,356
Serviços,Serviços,Júlio Mesquita,356
Saúde e bem-estar,Serviços,Júlio Mesquita,356
"Agricultura, silvicultura, pesca e veterinária",Serviços,Júlio Mesquita,356
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Júlio Mesquita,356
"Ciências naturais, matemática e estatística",Serviços,Júlio Mesquita,356
"Negócios, administração e direito",Serviços,Júlio Mesquita,356
"Ciências sociais, comunicação e informação",Serviços,Júlio Mesquita,356
Artes e humanidades,Serviços,Júlio Mesquita,356
"Negócios, administração e direito",Comércio,Estrela d'Oeste,356
Serviços,Comércio,Estrela d'Oeste,356
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Estrela d'Oeste,356
"Ciências naturais, matemática e estatística",Comércio,Estrela d'Oeste,356
"Ciências naturais, matemática e estatística",Indústria,Santa Cruz das Palmeiras,354
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santa Cruz das Palmeiras,354
"Engenharia, produção e construção",Indústria,Santa Cruz das Palmeiras,354
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santa Cruz das Palmeiras,354
"Engenharia, produção e construção",Construção,Louveira,354
"Engenharia, produção e construção",Agropecuária,Guaraci,353
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Guaraci,353
"Engenharia, produção e construção",Agropecuária,Piratininga,353
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Piratininga,353
Educação,Serviços,Tuiuti,353
Serviços,Serviços,Tuiuti,353
Saúde e bem-estar,Serviços,Tuiuti,353
"Agricultura, silvicultura, pesca e veterinária",Serviços,Tuiuti,353
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Tuiuti,353
"Ciências naturais, matemática e estatística",Serviços,Tuiuti,353
"Negócios, administração e direito",Serviços,Tuiuti,353
"Ciências sociais, comunicação e informação",Serviços,Tuiuti,353
Artes e humanidades,Serviços,Tuiuti,353
"Engenharia, produção e construção",Agropecuária,Santa Branca,353
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Santa Branca,353
"Engenharia, produção e construção",Agropecuária,Regente Feijó,352
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Regente Feijó,352
"Engenharia, produção e construção",Agropecuária,Mendonça,352
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Mendonça,352
Educação,Serviços,Caiabu,352
Serviços,Serviços,Caiabu,352
Saúde e bem-estar,Serviços,Caiabu,352
"Agricultura, silvicultura, pesca e veterinária",Serviços,Caiabu,352
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Caiabu,352
"Ciências naturais, matemática e estatística",Serviços,Caiabu,352
"Negócios, administração e direito",Serviços,Caiabu,352
"Ciências sociais, comunicação e informação",Serviços,Caiabu,352
Artes e humanidades,Serviços,Caiabu,352
Educação,Serviços,Pedrinhas Paulista,351
Serviços,Serviços,Pedrinhas Paulista,351
Saúde e bem-estar,Serviços,Pedrinhas Paulista,351
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pedrinhas Paulista,351
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pedrinhas Paulista,351
"Ciências naturais, matemática e estatística",Serviços,Pedrinhas Paulista,351
"Negócios, administração e direito",Serviços,Pedrinhas Paulista,351
"Ciências sociais, comunicação e informação",Serviços,Pedrinhas Paulista,351
Artes e humanidades,Serviços,Pedrinhas Paulista,351
"Ciências naturais, matemática e estatística",Indústria,Guapiara,351
"Agricultura, silvicultura, pesca e veterinária",Indústria,Guapiara,351
"Engenharia, produção e construção",Indústria,Guapiara,351
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Guapiara,351
Educação,Serviços,Bom Sucesso de Itararé,351
Serviços,Serviços,Bom Sucesso de Itararé,351
Saúde e bem-estar,Serviços,Bom Sucesso de Itararé,351
"Agricultura, silvicultura, pesca e veterinária",Serviços,Bom Sucesso de Itararé,351
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Bom Sucesso de Itararé,351
"Ciências naturais, matemática e estatística",Serviços,Bom Sucesso de Itararé,351
"Negócios, administração e direito",Serviços,Bom Sucesso de Itararé,351
"Ciências sociais, comunicação e informação",Serviços,Bom Sucesso de Itararé,351
Artes e humanidades,Serviços,Bom Sucesso de Itararé,351
Educação,Serviços,Inúbia Paulista,349
Serviços,Serviços,Inúbia Paulista,349
Saúde e bem-estar,Serviços,Inúbia Paulista,349
"Agricultura, silvicultura, pesca e veterinária",Serviços,Inúbia Paulista,349
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Inúbia Paulista,349
"Ciências naturais, matemática e estatística",Serviços,Inúbia Paulista,349
"Negócios, administração e direito",Serviços,Inúbia Paulista,349
"Ciências sociais, comunicação e informação",Serviços,Inúbia Paulista,349
Artes e humanidades,Serviços,Inúbia Paulista,349
"Negócios, administração e direito",Comércio,General Salgado,349
Serviços,Comércio,General Salgado,349
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,General Salgado,349
"Ciências naturais, matemática e estatística",Comércio,General Salgado,349
"Ciências naturais, matemática e estatística",Indústria,Santa Isabel,349
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santa Isabel,349
"Engenharia, produção e construção",Indústria,Santa Isabel,349
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santa Isabel,349
"Engenharia, produção e construção",Agropecuária,Tupi Paulista,348
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Tupi Paulista,348
Educação,Serviços,Santópolis do Aguapeí,347
Serviços,Serviços,Santópolis do Aguapeí,347
Saúde e bem-estar,Serviços,Santópolis do Aguapeí,347
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santópolis do Aguapeí,347
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santópolis do Aguapeí,347
"Ciências naturais, matemática e estatística",Serviços,Santópolis do Aguapeí,347
"Negócios, administração e direito",Serviços,Santópolis do Aguapeí,347
"Ciências sociais, comunicação e informação",Serviços,Santópolis do Aguapeí,347
Artes e humanidades,Serviços,Santópolis do Aguapeí,347
"Engenharia, produção e construção",Agropecuária,Boracéia,347
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Boracéia,347
Educação,Serviços,Campos Novos Paulista,346
Serviços,Serviços,Campos Novos Paulista,346
Saúde e bem-estar,Serviços,Campos Novos Paulista,346
"Agricultura, silvicultura, pesca e veterinária",Serviços,Campos Novos Paulista,346
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Campos Novos Paulista,346
"Ciências naturais, matemática e estatística",Serviços,Campos Novos Paulista,346
"Negócios, administração e direito",Serviços,Campos Novos Paulista,346
"Ciências sociais, comunicação e informação",Serviços,Campos Novos Paulista,346
Artes e humanidades,Serviços,Campos Novos Paulista,346
"Negócios, administração e direito",Comércio,Inúbia Paulista,345
Serviços,Comércio,Inúbia Paulista,345
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Inúbia Paulista,345
"Ciências naturais, matemática e estatística",Comércio,Inúbia Paulista,345
"Engenharia, produção e construção",Agropecuária,Ribeirão Corrente,345
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ribeirão Corrente,345
"Engenharia, produção e construção",Construção,Ibirá,344
Educação,Serviços,Álvares Florence,342
Serviços,Serviços,Álvares Florence,342
Saúde e bem-estar,Serviços,Álvares Florence,342
"Agricultura, silvicultura, pesca e veterinária",Serviços,Álvares Florence,342
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Álvares Florence,342
"Ciências naturais, matemática e estatística",Serviços,Álvares Florence,342
"Negócios, administração e direito",Serviços,Álvares Florence,342
"Ciências sociais, comunicação e informação",Serviços,Álvares Florence,342
Artes e humanidades,Serviços,Álvares Florence,342
"Negócios, administração e direito",Comércio,Bernardino de Campos,341
Serviços,Comércio,Bernardino de Campos,341
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Bernardino de Campos,341
"Ciências naturais, matemática e estatística",Comércio,Bernardino de Campos,341
"Ciências naturais, matemática e estatística",Indústria,Uchoa,341
"Agricultura, silvicultura, pesca e veterinária",Indústria,Uchoa,341
"Engenharia, produção e construção",Indústria,Uchoa,341
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Uchoa,341
Educação,Serviços,Anhumas,340
Serviços,Serviços,Anhumas,340
Saúde e bem-estar,Serviços,Anhumas,340
"Agricultura, silvicultura, pesca e veterinária",Serviços,Anhumas,340
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Anhumas,340
"Ciências naturais, matemática e estatística",Serviços,Anhumas,340
"Negócios, administração e direito",Serviços,Anhumas,340
"Ciências sociais, comunicação e informação",Serviços,Anhumas,340
Artes e humanidades,Serviços,Anhumas,340
Educação,Serviços,Estrela do Norte,340
Serviços,Serviços,Estrela do Norte,340
Saúde e bem-estar,Serviços,Estrela do Norte,340
"Agricultura, silvicultura, pesca e veterinária",Serviços,Estrela do Norte,340
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Estrela do Norte,340
"Ciências naturais, matemática e estatística",Serviços,Estrela do Norte,340
"Negócios, administração e direito",Serviços,Estrela do Norte,340
"Ciências sociais, comunicação e informação",Serviços,Estrela do Norte,340
Artes e humanidades,Serviços,Estrela do Norte,340
Educação,Serviços,Macedônia,339
Serviços,Serviços,Macedônia,339
Saúde e bem-estar,Serviços,Macedônia,339
"Agricultura, silvicultura, pesca e veterinária",Serviços,Macedônia,339
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Macedônia,339
"Ciências naturais, matemática e estatística",Serviços,Macedônia,339
"Negócios, administração e direito",Serviços,Macedônia,339
"Ciências sociais, comunicação e informação",Serviços,Macedônia,339
Artes e humanidades,Serviços,Macedônia,339
"Ciências naturais, matemática e estatística",Indústria,José Bonifácio,337
"Agricultura, silvicultura, pesca e veterinária",Indústria,José Bonifácio,337
"Engenharia, produção e construção",Indústria,José Bonifácio,337
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,José Bonifácio,337
"Engenharia, produção e construção",Agropecuária,Queiroz,337
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Queiroz,337
Educação,Serviços,Indiana,337
Serviços,Serviços,Indiana,337
Saúde e bem-estar,Serviços,Indiana,337
"Agricultura, silvicultura, pesca e veterinária",Serviços,Indiana,337
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Indiana,337
"Ciências naturais, matemática e estatística",Serviços,Indiana,337
"Negócios, administração e direito",Serviços,Indiana,337
"Ciências sociais, comunicação e informação",Serviços,Indiana,337
Artes e humanidades,Serviços,Indiana,337
"Negócios, administração e direito",Comércio,Chavantes,337
Serviços,Comércio,Chavantes,337
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Chavantes,337
"Ciências naturais, matemática e estatística",Comércio,Chavantes,337
"Ciências naturais, matemática e estatística",Indústria,Barão de Antonina,335
"Agricultura, silvicultura, pesca e veterinária",Indústria,Barão de Antonina,335
"Engenharia, produção e construção",Indústria,Barão de Antonina,335
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Barão de Antonina,335
"Ciências naturais, matemática e estatística",Indústria,Monte Alegre do Sul,335
"Agricultura, silvicultura, pesca e veterinária",Indústria,Monte Alegre do Sul,335
"Engenharia, produção e construção",Indústria,Monte Alegre do Sul,335
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Monte Alegre do Sul,335
"Engenharia, produção e construção",Construção,Taquaritinga,334
"Engenharia, produção e construção",Construção,Mauá,334
"Engenharia, produção e construção",Agropecuária,Ipuã,334
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ipuã,334
Educação,Serviços,Guzolândia,334
Serviços,Serviços,Guzolândia,334
Saúde e bem-estar,Serviços,Guzolândia,334
"Agricultura, silvicultura, pesca e veterinária",Serviços,Guzolândia,334
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Guzolândia,334
"Ciências naturais, matemática e estatística",Serviços,Guzolândia,334
"Negócios, administração e direito",Serviços,Guzolândia,334
"Ciências sociais, comunicação e informação",Serviços,Guzolândia,334
Artes e humanidades,Serviços,Guzolândia,334
"Engenharia, produção e construção",Construção,Ibiúna,334
Educação,Serviços,Sarutaiá,334
Serviços,Serviços,Sarutaiá,334
Saúde e bem-estar,Serviços,Sarutaiá,334
"Agricultura, silvicultura, pesca e veterinária",Serviços,Sarutaiá,334
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Sarutaiá,334
"Ciências naturais, matemática e estatística",Serviços,Sarutaiá,334
"Negócios, administração e direito",Serviços,Sarutaiá,334
"Ciências sociais, comunicação e informação",Serviços,Sarutaiá,334
Artes e humanidades,Serviços,Sarutaiá,334
"Ciências naturais, matemática e estatística",Indústria,Pardinho,333
"Agricultura, silvicultura, pesca e veterinária",Indústria,Pardinho,333
"Engenharia, produção e construção",Indústria,Pardinho,333
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Pardinho,333
"Engenharia, produção e construção",Construção,Rio Claro,332
"Engenharia, produção e construção",Agropecuária,Mirante do Paranapanema,332
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Mirante do Paranapanema,332
"Negócios, administração e direito",Comércio,Boa Esperança do Sul,332
Serviços,Comércio,Boa Esperança do Sul,332
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Boa Esperança do Sul,332
"Ciências naturais, matemática e estatística",Comércio,Boa Esperança do Sul,332
"Engenharia, produção e construção",Agropecuária,Quintana,330
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Quintana,330
"Negócios, administração e direito",Comércio,Luís Antônio,330
Serviços,Comércio,Luís Antônio,330
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Luís Antônio,330
"Ciências naturais, matemática e estatística",Comércio,Luís Antônio,330
"Negócios, administração e direito",Comércio,Bálsamo,330
Serviços,Comércio,Bálsamo,330
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Bálsamo,330
"Ciências naturais, matemática e estatística",Comércio,Bálsamo,330
"Negócios, administração e direito",Comércio,Santo Antônio do Jardim,329
Serviços,Comércio,Santo Antônio do Jardim,329
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santo Antônio do Jardim,329
"Ciências naturais, matemática e estatística",Comércio,Santo Antônio do Jardim,329
Educação,Serviços,Marapoama,329
Serviços,Serviços,Marapoama,329
Saúde e bem-estar,Serviços,Marapoama,329
"Agricultura, silvicultura, pesca e veterinária",Serviços,Marapoama,329
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Marapoama,329
"Ciências naturais, matemática e estatística",Serviços,Marapoama,329
"Negócios, administração e direito",Serviços,Marapoama,329
"Ciências sociais, comunicação e informação",Serviços,Marapoama,329
Artes e humanidades,Serviços,Marapoama,329
"Engenharia, produção e construção",Construção,José Bonifácio,328
Educação,Serviços,Ribeirão do Sul,328
Serviços,Serviços,Ribeirão do Sul,328
Saúde e bem-estar,Serviços,Ribeirão do Sul,328
"Agricultura, silvicultura, pesca e veterinária",Serviços,Ribeirão do Sul,328
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Ribeirão do Sul,328
"Ciências naturais, matemática e estatística",Serviços,Ribeirão do Sul,328
"Negócios, administração e direito",Serviços,Ribeirão do Sul,328
"Ciências sociais, comunicação e informação",Serviços,Ribeirão do Sul,328
Artes e humanidades,Serviços,Ribeirão do Sul,328
Educação,Serviços,Pongaí,328
Serviços,Serviços,Pongaí,328
Saúde e bem-estar,Serviços,Pongaí,328
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pongaí,328
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pongaí,328
"Ciências naturais, matemática e estatística",Serviços,Pongaí,328
"Negócios, administração e direito",Serviços,Pongaí,328
"Ciências sociais, comunicação e informação",Serviços,Pongaí,328
Artes e humanidades,Serviços,Pongaí,328
"Engenharia, produção e construção",Construção,Santa Isabel,327
Educação,Serviços,Coronel Macedo,327
Serviços,Serviços,Coronel Macedo,327
Saúde e bem-estar,Serviços,Coronel Macedo,327
"Agricultura, silvicultura, pesca e veterinária",Serviços,Coronel Macedo,327
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Coronel Macedo,327
"Ciências naturais, matemática e estatística",Serviços,Coronel Macedo,327
"Negócios, administração e direito",Serviços,Coronel Macedo,327
"Ciências sociais, comunicação e informação",Serviços,Coronel Macedo,327
Artes e humanidades,Serviços,Coronel Macedo,327
"Engenharia, produção e construção",Agropecuária,Águas da Prata,327
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Águas da Prata,327
"Engenharia, produção e construção",Construção,Dracena,326
"Engenharia, produção e construção",Agropecuária,Campos Novos Paulista,325
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Campos Novos Paulista,325
"Negócios, administração e direito",Comércio,Sales Oliveira,325
Serviços,Comércio,Sales Oliveira,325
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Sales Oliveira,325
"Ciências naturais, matemática e estatística",Comércio,Sales Oliveira,325
"Engenharia, produção e construção",Agropecuária,Laranjal Paulista,324
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Laranjal Paulista,324
"Negócios, administração e direito",Comércio,Campos do Jordão,324
Serviços,Comércio,Campos do Jordão,324
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Campos do Jordão,324
"Ciências naturais, matemática e estatística",Comércio,Campos do Jordão,324
"Engenharia, produção e construção",Agropecuária,Junqueirópolis,323
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Junqueirópolis,323
"Ciências naturais, matemática e estatística",Indústria,São Lourenço da Serra,323
"Agricultura, silvicultura, pesca e veterinária",Indústria,São Lourenço da Serra,323
"Engenharia, produção e construção",Indústria,São Lourenço da Serra,323
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,São Lourenço da Serra,323
"Engenharia, produção e construção",Agropecuária,Louveira,323
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Louveira,323
"Engenharia, produção e construção",Agropecuária,Paraibuna,323
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Paraibuna,323
Educação,Serviços,Ocauçu,322
Serviços,Serviços,Ocauçu,322
Saúde e bem-estar,Serviços,Ocauçu,322
"Agricultura, silvicultura, pesca e veterinária",Serviços,Ocauçu,322
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Ocauçu,322
"Ciências naturais, matemática e estatística",Serviços,Ocauçu,322
"Negócios, administração e direito",Serviços,Ocauçu,322
"Ciências sociais, comunicação e informação",Serviços,Ocauçu,322
Artes e humanidades,Serviços,Ocauçu,322
"Engenharia, produção e construção",Agropecuária,Morungaba,322
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Morungaba,322
Educação,Serviços,Espírito Santo do Turvo,322
Serviços,Serviços,Espírito Santo do Turvo,322
Saúde e bem-estar,Serviços,Espírito Santo do Turvo,322
"Agricultura, silvicultura, pesca e veterinária",Serviços,Espírito Santo do Turvo,322
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Espírito Santo do Turvo,322
"Ciências naturais, matemática e estatística",Serviços,Espírito Santo do Turvo,322
"Negócios, administração e direito",Serviços,Espírito Santo do Turvo,322
"Ciências sociais, comunicação e informação",Serviços,Espírito Santo do Turvo,322
Artes e humanidades,Serviços,Espírito Santo do Turvo,322
"Negócios, administração e direito",Comércio,Manduri,322
Serviços,Comércio,Manduri,322
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Manduri,322
"Ciências naturais, matemática e estatística",Comércio,Manduri,322
Educação,Serviços,Cássia dos Coqueiros,321
Serviços,Serviços,Cássia dos Coqueiros,321
Saúde e bem-estar,Serviços,Cássia dos Coqueiros,321
"Agricultura, silvicultura, pesca e veterinária",Serviços,Cássia dos Coqueiros,321
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Cássia dos Coqueiros,321
"Ciências naturais, matemática e estatística",Serviços,Cássia dos Coqueiros,321
"Negócios, administração e direito",Serviços,Cássia dos Coqueiros,321
"Ciências sociais, comunicação e informação",Serviços,Cássia dos Coqueiros,321
Artes e humanidades,Serviços,Cássia dos Coqueiros,321
"Ciências naturais, matemática e estatística",Indústria,Itaju,321
"Agricultura, silvicultura, pesca e veterinária",Indústria,Itaju,321
"Engenharia, produção e construção",Indústria,Itaju,321
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Itaju,321
"Negócios, administração e direito",Comércio,Guaraci,321
Serviços,Comércio,Guaraci,321
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Guaraci,321
"Ciências naturais, matemática e estatística",Comércio,Guaraci,321
"Negócios, administração e direito",Comércio,Jaci,320
Serviços,Comércio,Jaci,320
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Jaci,320
"Ciências naturais, matemática e estatística",Comércio,Jaci,320
"Ciências naturais, matemática e estatística",Indústria,Peruíbe,320
"Agricultura, silvicultura, pesca e veterinária",Indústria,Peruíbe,320
"Engenharia, produção e construção",Indústria,Peruíbe,320
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Peruíbe,320
"Engenharia, produção e construção",Agropecuária,Vera Cruz,319
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Vera Cruz,319
Educação,Serviços,João Ramalho,319
Serviços,Serviços,João Ramalho,319
Saúde e bem-estar,Serviços,João Ramalho,319
"Agricultura, silvicultura, pesca e veterinária",Serviços,João Ramalho,319
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,João Ramalho,319
"Ciências naturais, matemática e estatística",Serviços,João Ramalho,319
"Negócios, administração e direito",Serviços,João Ramalho,319
"Ciências sociais, comunicação e informação",Serviços,João Ramalho,319
Artes e humanidades,Serviços,João Ramalho,319
"Engenharia, produção e construção",Agropecuária,Miguelópolis,318
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Miguelópolis,318
Educação,Serviços,Sabino,317
Serviços,Serviços,Sabino,317
Saúde e bem-estar,Serviços,Sabino,317
"Agricultura, silvicultura, pesca e veterinária",Serviços,Sabino,317
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Sabino,317
"Ciências naturais, matemática e estatística",Serviços,Sabino,317
"Negócios, administração e direito",Serviços,Sabino,317
"Ciências sociais, comunicação e informação",Serviços,Sabino,317
Artes e humanidades,Serviços,Sabino,317
Educação,Serviços,Riversul,315
Serviços,Serviços,Riversul,315
Saúde e bem-estar,Serviços,Riversul,315
"Agricultura, silvicultura, pesca e veterinária",Serviços,Riversul,315
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Riversul,315
"Ciências naturais, matemática e estatística",Serviços,Riversul,315
"Negócios, administração e direito",Serviços,Riversul,315
"Ciências sociais, comunicação e informação",Serviços,Riversul,315
Artes e humanidades,Serviços,Riversul,315
"Engenharia, produção e construção",Construção,Batatais,315
"Negócios, administração e direito",Comércio,Santa Branca,315
Serviços,Comércio,Santa Branca,315
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santa Branca,315
"Ciências naturais, matemática e estatística",Comércio,Santa Branca,315
Educação,Serviços,Indiaporã,314
Serviços,Serviços,Indiaporã,314
Saúde e bem-estar,Serviços,Indiaporã,314
"Agricultura, silvicultura, pesca e veterinária",Serviços,Indiaporã,314
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Indiaporã,314
"Ciências naturais, matemática e estatística",Serviços,Indiaporã,314
"Negócios, administração e direito",Serviços,Indiaporã,314
"Ciências sociais, comunicação e informação",Serviços,Indiaporã,314
Artes e humanidades,Serviços,Indiaporã,314
Educação,Serviços,Meridiano,314
Serviços,Serviços,Meridiano,314
Saúde e bem-estar,Serviços,Meridiano,314
"Agricultura, silvicultura, pesca e veterinária",Serviços,Meridiano,314
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Meridiano,314
"Ciências naturais, matemática e estatística",Serviços,Meridiano,314
"Negócios, administração e direito",Serviços,Meridiano,314
"Ciências sociais, comunicação e informação",Serviços,Meridiano,314
Artes e humanidades,Serviços,Meridiano,314
"Engenharia, produção e construção",Agropecuária,Caçapava,313
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Caçapava,313
"Negócios, administração e direito",Comércio,Corumbataí,312
Serviços,Comércio,Corumbataí,312
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Corumbataí,312
"Ciências naturais, matemática e estatística",Comércio,Corumbataí,312
