Area,Setor,Municipio,Empregados
Educação,Serviços,Luiziânia,312
Serviços,Serviços,Luiziânia,312
Saúde e bem-estar,Serviços,Luiziânia,312
"Agricultura, silvicultura, pesca e veterinária",Serviços,Luiziânia,312
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Luiziânia,312
"Ciências naturais, matemática e estatística",Serviços,Luiziânia,312
"Negócios, administração e direito",Serviços,Luiziânia,312
"Ciências sociais, comunicação e informação",Serviços,Luiziânia,312
Artes e humanidades,Serviços,Luiziânia,312
"Ciências naturais, matemática e estatística",Indústria,Juquiá,312
"Agricultura, silvicultura, pesca e veterinária",Indústria,Juquiá,312
"Engenharia, produção e construção",Indústria,Juquiá,312
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Juquiá,312
"Engenharia, produção e construção",Construção,São Joaquim da Barra,312
"Engenharia, produção e construção",Construção,Bragança Paulista,311
Educação,Serviços,Nipoã,311
Serviços,Serviços,Nipoã,311
Saúde e bem-estar,Serviços,Nipoã,311
"Agricultura, silvicultura, pesca e veterinária",Serviços,Nipoã,311
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Nipoã,311
"Ciências naturais, matemática e estatística",Serviços,Nipoã,311
"Negócios, administração e direito",Serviços,Nipoã,311
"Ciências sociais, comunicação e informação",Serviços,Nipoã,311
Artes e humanidades,Serviços,Nipoã,311
"Engenharia, produção e construção",Agropecuária,Taquaral,310
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Taquaral,310
"Ciências naturais, matemática e estatística",Indústria,Restinga,309
"Agricultura, silvicultura, pesca e veterinária",Indústria,Restinga,309
"Engenharia, produção e construção",Indústria,Restinga,309
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Restinga,309
"Ciências naturais, matemática e estatística",Indústria,Cachoeira Paulista,309
"Agricultura, silvicultura, pesca e veterinária",Indústria,Cachoeira Paulista,309
"Engenharia, produção e construção",Indústria,Cachoeira Paulista,309
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Cachoeira Paulista,309
"Negócios, administração e direito",Comércio,Sarapuí,309
Serviços,Comércio,Sarapuí,309
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Sarapuí,309
"Ciências naturais, matemática e estatística",Comércio,Sarapuí,309
Educação,Serviços,Pontalinda,308
Serviços,Serviços,Pontalinda,308
Saúde e bem-estar,Serviços,Pontalinda,308
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pontalinda,308
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pontalinda,308
"Ciências naturais, matemática e estatística",Serviços,Pontalinda,308
"Negócios, administração e direito",Serviços,Pontalinda,308
"Ciências sociais, comunicação e informação",Serviços,Pontalinda,308
Artes e humanidades,Serviços,Pontalinda,308
Educação,Serviços,Magda,306
Serviços,Serviços,Magda,306
Saúde e bem-estar,Serviços,Magda,306
"Agricultura, silvicultura, pesca e veterinária",Serviços,Magda,306
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Magda,306
"Ciências naturais, matemática e estatística",Serviços,Magda,306
"Negócios, administração e direito",Serviços,Magda,306
"Ciências sociais, comunicação e informação",Serviços,Magda,306
Artes e humanidades,Serviços,Magda,306
"Negócios, administração e direito",Comércio,Iepê,306
Serviços,Comércio,Iepê,306
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Iepê,306
"Ciências naturais, matemática e estatística",Comércio,Iepê,306
"Negócios, administração e direito",Comércio,Rafard,306
Serviços,Comércio,Rafard,306
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Rafard,306
"Ciências naturais, matemática e estatística",Comércio,Rafard,306
Educação,Serviços,São José do Barreiro,305
Serviços,Serviços,São José do Barreiro,305
Saúde e bem-estar,Serviços,São José do Barreiro,305
"Agricultura, silvicultura, pesca e veterinária",Serviços,São José do Barreiro,305
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,São José do Barreiro,305
"Ciências naturais, matemática e estatística",Serviços,São José do Barreiro,305
"Negócios, administração e direito",Serviços,São José do Barreiro,305
"Ciências sociais, comunicação e informação",Serviços,São José do Barreiro,305
Artes e humanidades,Serviços,São José do Barreiro,305
Educação,Serviços,Mombuca,304
Serviços,Serviços,Mombuca,304
Saúde e bem-estar,Serviços,Mombuca,304
"Agricultura, silvicultura, pesca e veterinária",Serviços,Mombuca,304
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Mombuca,304
"Ciências naturais, matemática e estatística",Serviços,Mombuca,304
"Negócios, administração e direito",Serviços,Mombuca,304
"Ciências sociais, comunicação e informação",Serviços,Mombuca,304
Artes e humanidades,Serviços,Mombuca,304
"Engenharia, produção e construção",Construção,Campos do Jordão,302
"Ciências naturais, matemática e estatística",Indústria,Aparecida d'Oeste,302
"Agricultura, silvicultura, pesca e veterinária",Indústria,Aparecida d'Oeste,302
"Engenharia, produção e construção",Indústria,Aparecida d'Oeste,302
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Aparecida d'Oeste,302
"Engenharia, produção e construção",Agropecuária,Valparaíso,302
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Valparaíso,302
Educação,Serviços,Santa Mercedes,301
Serviços,Serviços,Santa Mercedes,301
Saúde e bem-estar,Serviços,Santa Mercedes,301
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santa Mercedes,301
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santa Mercedes,301
"Ciências naturais, matemática e estatística",Serviços,Santa Mercedes,301
"Negócios, administração e direito",Serviços,Santa Mercedes,301
"Ciências sociais, comunicação e informação",Serviços,Santa Mercedes,301
Artes e humanidades,Serviços,Santa Mercedes,301
"Ciências naturais, matemática e estatística",Indústria,Rifaina,301
"Agricultura, silvicultura, pesca e veterinária",Indústria,Rifaina,301
"Engenharia, produção e construção",Indústria,Rifaina,301
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Rifaina,301
"Engenharia, produção e construção",Agropecuária,Guarantã,300
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Guarantã,300
"Engenharia, produção e construção",Agropecuária,Cordeirópolis,300
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Cordeirópolis,300
"Ciências naturais, matemática e estatística",Indústria,Flórida Paulista,300
"Agricultura, silvicultura, pesca e veterinária",Indústria,Flórida Paulista,300
"Engenharia, produção e construção",Indústria,Flórida Paulista,300
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Flórida Paulista,300
"Engenharia, produção e construção",Agropecuária,Socorro,300
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Socorro,300
"Negócios, administração e direito",Comércio,Pedro de Toledo,299
Serviços,Comércio,Pedro de Toledo,299
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Pedro de Toledo,299
"Ciências naturais, matemática e estatística",Comércio,Pedro de Toledo,299
"Engenharia, produção e construção",Construção,Cajuru,299
"Negócios, administração e direito",Comércio,Marapoama,299
Serviços,Comércio,Marapoama,299
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Marapoama,299
"Ciências naturais, matemática e estatística",Comércio,Marapoama,299
"Engenharia, produção e construção",Agropecuária,Itapirapuã Paulista,299
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Itapirapuã Paulista,299
Educação,Serviços,Lupércio,299
Serviços,Serviços,Lupércio,299
Saúde e bem-estar,Serviços,Lupércio,299
"Agricultura, silvicultura, pesca e veterinária",Serviços,Lupércio,299
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Lupércio,299
"Ciências naturais, matemática e estatística",Serviços,Lupércio,299
"Negócios, administração e direito",Serviços,Lupércio,299
"Ciências sociais, comunicação e informação",Serviços,Lupércio,299
Artes e humanidades,Serviços,Lupércio,299
"Negócios, administração e direito",Comércio,Neves Paulista,298
Serviços,Comércio,Neves Paulista,298
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Neves Paulista,298
"Ciências naturais, matemática e estatística",Comércio,Neves Paulista,298
"Engenharia, produção e construção",Agropecuária,Jarinu,298
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Jarinu,298
"Engenharia, produção e construção",Agropecuária,Tanabi,298
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Tanabi,298
"Engenharia, produção e construção",Construção,Restinga,297
Educação,Serviços,Itirapuã,297
Serviços,Serviços,Itirapuã,297
Saúde e bem-estar,Serviços,Itirapuã,297
"Agricultura, silvicultura, pesca e veterinária",Serviços,Itirapuã,297
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Itirapuã,297
"Ciências naturais, matemática e estatística",Serviços,Itirapuã,297
"Negócios, administração e direito",Serviços,Itirapuã,297
"Ciências sociais, comunicação e informação",Serviços,Itirapuã,297
Artes e humanidades,Serviços,Itirapuã,297
Educação,Serviços,Piquerobi,297
Serviços,Serviços,Piquerobi,297
Saúde e bem-estar,Serviços,Piquerobi,297
"Agricultura, silvicultura, pesca e veterinária",Serviços,Piquerobi,297
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Piquerobi,297
"Ciências naturais, matemática e estatística",Serviços,Piquerobi,297
"Negócios, administração e direito",Serviços,Piquerobi,297
"Ciências sociais, comunicação e informação",Serviços,Piquerobi,297
Artes e humanidades,Serviços,Piquerobi,297
"Engenharia, produção e construção",Agropecuária,Itariri,296
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Itariri,296
"Ciências naturais, matemática e estatística",Indústria,Tapiraí,296
"Agricultura, silvicultura, pesca e veterinária",Indústria,Tapiraí,296
"Engenharia, produção e construção",Indústria,Tapiraí,296
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Tapiraí,296
"Engenharia, produção e construção",Agropecuária,Presidente Epitácio,296
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Presidente Epitácio,296
"Engenharia, produção e construção",Construção,Campo Limpo Paulista,294
"Engenharia, produção e construção",Construção,Monte Azul Paulista,294
Educação,Serviços,Rubinéia,294
Serviços,Serviços,Rubinéia,294
Saúde e bem-estar,Serviços,Rubinéia,294
"Agricultura, silvicultura, pesca e veterinária",Serviços,Rubinéia,294
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Rubinéia,294
"Ciências naturais, matemática e estatística",Serviços,Rubinéia,294
"Negócios, administração e direito",Serviços,Rubinéia,294
"Ciências sociais, comunicação e informação",Serviços,Rubinéia,294
Artes e humanidades,Serviços,Rubinéia,294
"Engenharia, produção e construção",Agropecuária,Coronel Macedo,293
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Coronel Macedo,293
"Ciências naturais, matemática e estatística",Indústria,Dobrada,293
"Agricultura, silvicultura, pesca e veterinária",Indústria,Dobrada,293
"Engenharia, produção e construção",Indústria,Dobrada,293
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Dobrada,293
"Engenharia, produção e construção",Agropecuária,Estrela d'Oeste,293
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Estrela d'Oeste,293
"Ciências naturais, matemática e estatística",Indústria,Santo Antônio do Aracanguá,293
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santo Antônio do Aracanguá,293
"Engenharia, produção e construção",Indústria,Santo Antônio do Aracanguá,293
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santo Antônio do Aracanguá,293
"Negócios, administração e direito",Comércio,Bocaina,293
Serviços,Comércio,Bocaina,293
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Bocaina,293
"Ciências naturais, matemática e estatística",Comércio,Bocaina,293
"Negócios, administração e direito",Comércio,Areiópolis,292
Serviços,Comércio,Areiópolis,292
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Areiópolis,292
"Ciências naturais, matemática e estatística",Comércio,Areiópolis,292
Educação,Serviços,Ribeirão Corrente,292
Serviços,Serviços,Ribeirão Corrente,292
Saúde e bem-estar,Serviços,Ribeirão Corrente,292
