Curso,Instituicao,Estado,Ano,Taxa
CIÊNCIAS CONTÁBEIS,FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS,Minas Gerais,2023,97.2
CIÊNCIAS CONTÁBEIS,FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS,Minas Gerais,2022,97.2
DIREITO,FACULDADE FOZ DO IGUAÇU,Paraná,2021,97.2
FOTOGRAFIA,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2023,97.2
PEDAGOGIA,FACULDADE BATISTA BRASILEIRA,Bahia,2023,97.2
PEDAGOGIA,FACULDADE BATISTA BRASILEIRA,Bahia,2022,97.2
PEDAGOGIA,FACULDADE BATISTA BRASILEIRA,Bahia,2021,97.2
PUBLICIDADE E PROPAGANDA,FACULDADE ANHANGUERA DE LIMEIRA,São Paulo,2023,97.2
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,São Paulo,2022,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Distrito Federal,2022,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Amazonas,2022,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Goiás,2022,97.1
ADMINISTRAÇÃO,FACULDADE PARANAENSE,Paraná,2022,97.1
ESTÉTICA E COSMÉTICA,FACULDADE ANHANGUERA DE LINHARES,Espírito Santo,2021,97.1
ESTÉTICA E COSMÉTICA,FACULDADE ANHANGUERA DE LINHARES,Espírito Santo,2022,97.1
ESTÉTICA E COSMÉTICA,FACULDADE ANHANGUERA DE LINHARES,Espírito Santo,2023,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,São Paulo,2023,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Distrito Federal,2023,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Amazonas,2023,97.1
ENGENHARIA ELÉTRICA,UNIVERSIDADE PAULISTA,Goiás,2023,97.1
CIÊNCIAS CONTÁBEIS,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,Santa Catarina,2023,97.1
CIÊNCIAS CONTÁBEIS,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,Santa Catarina,2022,97.1
ADMINISTRAÇÃO,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Rio de Janeiro,2022,97.1
ADMINISTRAÇÃO,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Rio de Janeiro,2023,97.1
ADMINISTRAÇÃO,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,Rio de Janeiro,2021,97.1
PEDAGOGIA,FACULDADE UNIFTB,Sergipe,2020,97.1
PEDAGOGIA,FACULDADE UNIFTB,Sergipe,2023,97.1
PEDAGOGIA,FACULDADE UNIFTB,Sergipe,2022,97.1
PEDAGOGIA,FACULDADE UNIFTB,Sergipe,2021,97.1
ELETROTÉCNICA INDUSTRIAL,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,Mato Grosso,2020,97.1
ELETROTÉCNICA INDUSTRIAL,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,Mato Grosso,2021,97.1
ELETROTÉCNICA INDUSTRIAL,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,Mato Grosso,2022,97.1
ELETROTÉCNICA INDUSTRIAL,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,Mato Grosso,2023,97.1
GESTÃO FINANCEIRA,FACULDADE LUSÓFONA DO RIO DE JANEIRO,Rio de Janeiro,2023,97.1
GESTÃO FINANCEIRA,FACULDADE LUSÓFONA DO RIO DE JANEIRO,Rio de Janeiro,2022,97.1
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA,Ceará,2023,97.1
SERVIÇO SOCIAL,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,97.0
LOGÍSTICA,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,São Paulo,2020,97.0
FISIOTERAPIA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2023,97.0
PROCESSOS GERENCIAIS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2021,97.0
PROCESSOS GERENCIAIS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2023,97.0
PROCESSOS GERENCIAIS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2022,97.0
SERVIÇO SOCIAL,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2022,97.0
ADMINISTRAÇÃO,FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS,Minas Gerais,2022,97.0
ADMINISTRAÇÃO,FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS,Minas Gerais,2023,97.0
EDUCAÇÃO FÍSICA,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,Santa Catarina,2023,97.0
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,Mato Grosso do Sul,2021,97.0
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DO CEARÁ,Ceará,2020,97.0
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,Mato Grosso do Sul,2020,97.0
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,Mato Grosso do Sul,2022,97.0
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,Mato Grosso do Sul,2023,97.0
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DO CEARÁ,Ceará,2019,97.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA,Distrito Federal,2020,97.0
ENFERMAGEM,FACULDADE MADRE THAIS,Bahia,2022,97.0
ENFERMAGEM,FACULDADE MADRE THAIS,Bahia,2023,97.0
PEDAGOGIA,CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA,Distrito Federal,2019,97.0
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DO CEARÁ,Ceará,2022,97.0
PEDAGOGIA,Faculdade Aberta do Tocantins,Tocantins,2022,97.0
PEDAGOGIA,Faculdade Aberta do Tocantins,Tocantins,2023,97.0
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DO CEARÁ,Ceará,2021,97.0
ENGENHARIA CIVIL,FACULDADE PRESIDENTE ANTÔNIO CARLOS,Tocantins,2022,97.0
ENGENHARIA CIVIL,FACULDADE PRESIDENTE ANTÔNIO CARLOS,Tocantins,2023,97.0
PEDAGOGIA,Faculdade Aberta do Tocantins,Tocantins,2021,97.0
PSICOLOGIA,Faculdade UNA de Divinópolis,Minas Gerais,2021,96.9
PSICOLOGIA,Faculdade UNA de Divinópolis,Minas Gerais,2020,96.9
PSICOLOGIA,Faculdade UNA de Divinópolis,Minas Gerais,2022,96.9
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,São Paulo,2021,96.9
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Distrito Federal,2021,96.9
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Amazonas,2021,96.9
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Goiás,2021,96.9
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSITÁRIO DOS GUARARAPES,Pernambuco,2023,96.9
PEDAGOGIA,FACULDADE ESTÁCIO DE CASTANHAL,Pará,2023,96.9
PEDAGOGIA,UNIVERSIDADE LA SALLE,Rio Grande do Sul,2020,96.9
ENGENHARIA DE COMPUTAÇÃO,FACULDADE ANHANGUERA DE ANÁPOLIS,Goiás,2023,96.9
ENGENHARIA DE COMPUTAÇÃO,FACULDADE ANHANGUERA DE ANÁPOLIS,Goiás,2022,96.9
ENGENHARIA DE COMPUTAÇÃO,FACULDADE ANHANGUERA DE ANÁPOLIS,Goiás,2021,96.9
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,CENTRO UNIVERSITÁRIO DE GOIÂNIA,Goiás,2019,96.9
ENGENHARIA MECÂNICA,FACULDADE ANHANGUERA DE VALPARAÍSO,Goiás,2021,96.9
PEDAGOGIA,FACULDADE ANHANGUERA DE TAGUATINGA,Distrito Federal,2019,96.9
ENGENHARIA MECÂNICA,FACULDADE ANHANGÜERA DE BAURU,São Paulo,2022,96.9
ENGENHARIA DE COMPUTAÇÃO,FACULDADE ANHANGÜERA DE CAMPINAS,São Paulo,2020,96.9
ODONTOLOGIA,FACULDADE DE GUARULHOS,São Paulo,2021,96.9
ODONTOLOGIA,FACULDADE DE GUARULHOS,São Paulo,2022,96.9
ODONTOLOGIA,FACULDADE DE GUARULHOS,São Paulo,2023,96.9
FARMÁCIA,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2019,96.8
JORNALISMO,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2022,96.8
SERVIÇO SOCIAL,FACULDADE ANHANGUERA DE IMPERATRIZ,Maranhão,2023,96.8
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2023,96.8
DIREITO,FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA,Paraíba,2022,96.8
JORNALISMO,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.8
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2022,96.8
GESTÃO DE RECURSOS HUMANOS,Centro Universitário Carlos Drummond de Andrade,São Paulo,2021,96.8
CIÊNCIAS CONTÁBEIS,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,Pernambuco,2020,96.8
DESIGN DE INTERIORES,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2023,96.8
DESIGN DE INTERIORES,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2020,96.8
DESIGN DE INTERIORES,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2022,96.8
DESIGN DE INTERIORES,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2021,96.8
ENFERMAGEM,FACULDADE SÃO LUÍS DE FRANÇA,Sergipe,2023,96.8
PSICOLOGIA,FACULDADE FACTUM,Rio Grande do Sul,2023,96.8
FARMÁCIA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2023,96.8
SERVIÇO SOCIAL,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2023,96.8
SERVIÇO SOCIAL,UNIVERSIDADE ESTÁCIO DE SÁ,Rio de Janeiro,2022,96.8
ENGENHARIA CIVIL,FACULDADE ANHANGÜERA DE BAURU,São Paulo,2023,96.8
CIÊNCIAS CONTÁBEIS,FACULDADE ANHANGUERA DE LIMEIRA,São Paulo,2023,96.8
CIÊNCIAS CONTÁBEIS,FACULDADE ANHANGUERA DE LIMEIRA,São Paulo,2022,96.8
GESTÃO DE RECURSOS HUMANOS,FACULDADE ANHANGUERA DE RIO CLARO,São Paulo,2020,96.7
GESTÃO DE RECURSOS HUMANOS,FACULDADE ANHANGUERA DE RIO CLARO,São Paulo,2022,96.7
ENFERMAGEM,Centro Universitário UninCor,Minas Gerais,2023,96.7
PUBLICIDADE E PROPAGANDA,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.7
PUBLICIDADE E PROPAGANDA,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2022,96.7
GESTÃO DE RECURSOS HUMANOS,FACULDADE ANHANGUERA DE RIO CLARO,São Paulo,2023,96.7
SERVIÇO SOCIAL,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.7
GESTÃO DE RECURSOS HUMANOS,FACULDADE ANHANGUERA DE RIO CLARO,São Paulo,2021,96.7
GESTÃO DA PRODUÇÃO INDUSTRIAL,Centro Universitário SENAI Paraná,Paraná,2023,96.7
ENGENHARIA CIVIL,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2023,96.7
ENGENHARIA CIVIL,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2020,96.7
ENGENHARIA CIVIL,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2022,96.7
ENGENHARIA CIVIL,Faculdade Pitágoras Anhanguera de Teresina,Piauí,2021,96.7
ADMINISTRAÇÃO,INSTITUTO CUIABÁ DE ENSINO E CULTURA,Mato Grosso,2023,96.7
PRODUÇÃO AUDIOVISUAL,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BARREIRAS,Bahia,2022,96.7
PRODUÇÃO AUDIOVISUAL,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BARREIRAS,Bahia,2021,96.7
PRODUÇÃO AUDIOVISUAL,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BARREIRAS,Bahia,2023,96.7
LOGÍSTICA,Faculdade Sensu,Goiás,2022,96.7
LOGÍSTICA,Faculdade Sensu,Goiás,2023,96.7
SEGURANÇA PÚBLICA,Faculdade Sensu,Goiás,2023,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,São Paulo,2023,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Distrito Federal,2023,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Amazonas,2023,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Goiás,2023,96.7
FISIOTERAPIA,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,São Paulo,2021,96.7
FISIOTERAPIA,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,São Paulo,2022,96.7
PEDAGOGIA,FACULDADE DE MIRASSOL,São Paulo,2022,96.7
PEDAGOGIA,FACULDADE DE MIRASSOL,São Paulo,2023,96.7
ADMINISTRAÇÃO,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,São Paulo,2023,96.7
ADMINISTRAÇÃO,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,São Paulo,2022,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,São Paulo,2021,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Distrito Federal,2021,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Amazonas,2021,96.7
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Goiás,2021,96.7
ENFERMAGEM,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,São Paulo,2022,96.6
ENFERMAGEM,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,São Paulo,2023,96.6
SISTEMAS DE INFORMAÇÃO,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,São Paulo,2021,96.6
EDUCAÇÃO FÍSICA,UNIVERSIDADE POTIGUAR,Rio Grande do Norte,2023,96.6
ENGENHARIA AERONÁUTICA,UNIVERSIDADE PAULISTA,São Paulo,2020,96.6
ENGENHARIA AERONÁUTICA,UNIVERSIDADE PAULISTA,Distrito Federal,2020,96.6
ENGENHARIA AERONÁUTICA,UNIVERSIDADE PAULISTA,Amazonas,2020,96.6
ENGENHARIA AERONÁUTICA,UNIVERSIDADE PAULISTA,Goiás,2020,96.6
ENGENHARIA DE COMPUTAÇÃO,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2020,96.6
CIÊNCIA DA COMPUTAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.6
CIÊNCIA DA COMPUTAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.6
CIÊNCIA DA COMPUTAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.6
ENGENHARIA MECATRÔNICA,FACULDADES NETWORK - CAMPUS SUMARÉ,São Paulo,2023,96.6
CIÊNCIAS BIOLÓGICAS,Universidade Estadual do Paraná,Paraná,2023,96.6
ADMINISTRAÇÃO,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2023,96.6
ADMINISTRAÇÃO,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2019,96.6
ADMINISTRAÇÃO,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2020,96.6
ADMINISTRAÇÃO,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2021,96.6
ADMINISTRAÇÃO,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2022,96.6
PEDAGOGIA,CENTRO UNIVERSITÁRIO DE GOIÂNIA,Goiás,2019,96.6
RADIOLOGIA,Centro Universitário Zarns - Salvador,Bahia,2021,96.6
NUTRIÇÃO,CISNE - FACULDADE DE QUIXADÁ,Ceará,2023,96.6
NUTRIÇÃO,CISNE - FACULDADE DE QUIXADÁ,Ceará,2022,96.6
JORNALISMO,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,São Paulo,2023,96.6
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2022,96.5
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.5
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.5
CIÊNCIAS CONTÁBEIS,FACULDADE CAMPOS ELÍSEOS,São Paulo,2022,96.5
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,São Paulo,2023,96.5
PSICOLOGIA,CENTRO UNIVERSITÁRIO DO NORTE,Amazonas,2023,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,UNIVERSIDADE ANHANGUERA,Mato Grosso do Sul,2021,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,UNIVERSIDADE ANHANGUERA,Mato Grosso do Sul,2022,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,UNIVERSIDADE ANHANGUERA,Mato Grosso do Sul,2023,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Faculdade Estácio de Cotia,São Paulo,2022,96.5
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Faculdade Estácio de Cotia,São Paulo,2023,96.5
PEDAGOGIA,FACULDADE DE SANTA BÁRBARA D'OESTE,São Paulo,2021,96.4
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,São Paulo,2022,96.4
DESIGN GRÁFICO,FACULDADE TECNOLÓGICA INAP,Minas Gerais,2023,96.4
LETRAS - PORTUGUÊS,FACULDADE ANHANGUERA DO MARANHÃO,Maranhão,2020,96.4
LETRAS - PORTUGUÊS,FACULDADE ANHANGUERA DO MARANHÃO,Maranhão,2022,96.4
LETRAS - PORTUGUÊS,FACULDADE ANHANGUERA DO MARANHÃO,Maranhão,2023,96.4
ADMINISTRAÇÃO,FACULDADE DE TECNOLOGIA IPANEMA,São Paulo,2020,96.4
LETRAS - PORTUGUÊS,FACULDADE ANHANGUERA DO MARANHÃO,Maranhão,2021,96.4
DIREITO,FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES,Pernambuco,2021,96.4
NUTRIÇÃO,FACULDADE ANHANGUERA DE JOINVILLE,Santa Catarina,2022,96.4
FISIOTERAPIA,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,Rio de Janeiro,2023,96.4
ADMINISTRAÇÃO,FACULDADE MATO GROSSO DO SUL,Mato Grosso do Sul,2022,96.4
FISIOTERAPIA,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,Rio de Janeiro,2022,96.4
ADMINISTRAÇÃO,FACULDADE MATO GROSSO DO SUL,Mato Grosso do Sul,2023,96.4
ENGENHARIA CIVIL,CENTRO UNIVERSITÁRIO DE GOIÂNIA,Goiás,2023,96.4
ENGENHARIA MECÂNICA,FACULDADE ANHANGUERA DE MACAPÁ,Amapá,2023,96.4
DIREITO,FACULDADE ANHANGUERA DE TAGUATINGA,Distrito Federal,2021,96.4
DIREITO,INSTITUTO DE ENSINO SUPERIOR PLANALTO,Distrito Federal,2023,96.4
DIREITO,INSTITUTO DE ENSINO SUPERIOR PLANALTO,Distrito Federal,2022,96.4
EDUCAÇÃO FÍSICA,Centro Universitário Zarns - Salvador,Bahia,2023,96.4
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Faculdade Estácio de Cotia,São Paulo,2022,96.4
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Faculdade Estácio de Cotia,São Paulo,2023,96.4
ENFERMAGEM,Centro Universitário Maurício de Nassau de Salvador,Bahia,2023,96.4
EDUCAÇÃO FÍSICA,Centro Universitário Zarns - Salvador,Bahia,2022,96.4
CIÊNCIAS CONTÁBEIS,Centro Universitário Ruy Barbosa Wyden,Bahia,2021,96.4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,São Paulo,2020,96.4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Distrito Federal,2020,96.4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Amazonas,2020,96.4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,UNIVERSIDADE PAULISTA,Goiás,2020,96.4
PUBLICIDADE E PROPAGANDA,FACULDADE ANHANGÜERA DE SÃO JOSÉ,São Paulo,2022,96.3
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,São Paulo,2023,96.3
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Distrito Federal,2023,96.3
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Amazonas,2023,96.3
CIÊNCIAS ECONÔMICAS,UNIVERSIDADE PAULISTA,Goiás,2023,96.3
NUTRIÇÃO,FACULDADE ANHANGUERA DE IMPERATRIZ,Maranhão,2020,96.3
PUBLICIDADE E PROPAGANDA,FACULDADE ANHANGÜERA DE SÃO JOSÉ,São Paulo,2020,96.3
PUBLICIDADE E PROPAGANDA,FACULDADE ANHANGÜERA DE SÃO JOSÉ,São Paulo,2021,96.3
PUBLICIDADE E PROPAGANDA,FACULDADE ANHANGÜERA DE SÃO JOSÉ,São Paulo,2023,96.3
PEDAGOGIA,Centro Universitário Carlos Drummond de Andrade,São Paulo,2022,96.3
PEDAGOGIA,Centro Universitário Carlos Drummond de Andrade,São Paulo,2023,96.3
PEDAGOGIA,Centro Universitário Carlos Drummond de Andrade,São Paulo,2021,96.3
DIREITO,Faculdade UNISUL de Balneário Camboriú,Santa Catarina,2023,96.3
PSICOLOGIA,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2022,96.3
PSICOLOGIA,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2023,96.3
PSICOLOGIA,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2021,96.3
PSICOLOGIA,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Espírito Santo,2020,96.3
ENGENHARIA CIVIL,FACULDADE ANHANGUERA DE MARABÁ,Pará,2023,96.3
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Faculdade de Tecnologia FTEC de Porto Alegre,Rio Grande do Sul,2023,96.3
DIREITO,Centro Universitário Zarns - Salvador,Bahia,2023,96.3
DIREITO,Centro Universitário Zarns - Salvador,Bahia,2022,96.3
CONSTRUÇÃO DE EDIFÍCIOS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",Amapá,2023,96.3
SISTEMAS DE INFORMAÇÃO,FACULDADE LUSÓFONA DO RIO DE JANEIRO,Rio de Janeiro,2022,96.3
PEDAGOGIA,UNIVERSIDADE CATÓLICA DE BRASÍLIA,Distrito Federal,2023,96.3
FISIOTERAPIA,ENSINO SUPERIOR ALBERT SABIN,Distrito Federal,2022,96.3
FISIOTERAPIA,ENSINO SUPERIOR ALBERT SABIN,Distrito Federal,2020,96.3
FISIOTERAPIA,ENSINO SUPERIOR ALBERT SABIN,Distrito Federal,2023,96.3
FISIOTERAPIA,ENSINO SUPERIOR ALBERT SABIN,Distrito Federal,2021,96.3
GASTRONOMIA,Centro Universitário Maurício de Nassau de Salvador,Bahia,2021,96.3
GASTRONOMIA,Centro Universitário Maurício de Nassau de Salvador,Bahia,2020,96.3
DIREITO,Centro Universitário Zarns - Salvador,Bahia,2021,96.3
CIÊNCIAS CONTÁBEIS,FACULDADE ANHANGUERA DE SANTO ANTÔNIO DE JESUS,Bahia,2021,96.3
PEDAGOGIA,FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS,Bahia,2019,96.3
PEDAGOGIA,UNIVERSIDADE PAULISTA,São Paulo,2021,96.2
PEDAGOGIA,UNIVERSIDADE PAULISTA,Distrito Federal,2021,96.2
PEDAGOGIA,UNIVERSIDADE PAULISTA,Amazonas,2021,96.2
PEDAGOGIA,UNIVERSIDADE PAULISTA,Goiás,2021,96.2
CIÊNCIAS BIOLÓGICAS,UNIVERSIDADE PAULISTA,São Paulo,2023,96.2
CIÊNCIAS BIOLÓGICAS,UNIVERSIDADE PAULISTA,Distrito Federal,2023,96.2
CIÊNCIAS BIOLÓGICAS,UNIVERSIDADE PAULISTA,Amazonas,2023,96.2
CIÊNCIAS BIOLÓGICAS,UNIVERSIDADE PAULISTA,Goiás,2023,96.2
REDES DE COMPUTADORES,FACULDADE ANHANGUERA DE IMPERATRIZ,Maranhão,2019,96.2
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2020,96.2
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.2
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.2
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2021,96.2
GESTÃO FINANCEIRA,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.2
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2023,96.2
ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO SUMARÉ,São Paulo,2022,96.2
